geneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Msc	220.5083786	-0.079055625	0.245888659	-0.321509846	0.747824052	0.999882928
Trpa1	2276.757251	0.313697157	0.257236544	1.219489083	0.222658617	0.999882928
Kcnb2	1163.51645	-0.047954431	0.283829031	-0.168955343	0.865831768	0.999882928
Terf1	384.0462546	0.097694192	0.146496277	0.666871503	0.504854215	0.999882928
Sbspon	421.5595954	-0.147008729	0.208768817	-0.704169955	0.481326939	0.999882928
4930444P10Rik	26.5740183	0.271326703	0.941693407	0.28812637	0.773250008	0.999882928
Rpl7	9132.300096	-0.029273495	0.124945991	-0.234289193	0.814760475	0.999882928
Rdh10	241.3111656	0.280329863	0.275480946	1.017601642	0.308867307	0.999882928
Stau2	2892.949778	0.066809812	0.17005666	0.392867956	0.69441701	0.999882928
Ube2w	2097.782845	0.128335095	0.0964888	1.330051729	0.183501228	0.999882928
Tceb1	3849.55513	0.027374083	0.086022214	0.318221093	0.750317234	0.999882928
D030040B21Rik	0.149532855	-0.06275875	4.279685594	-0.014664337	0.988299972	0.999882928
Tmem70	1125.194768	-0.131017623	0.159439281	-0.821739925	0.411224931	0.999882928
Ly96	43.84989678	-0.271252286	0.596989185	-0.454367169	0.649564578	0.999882928
Jph1	245.0320171	0.138998173	0.253068907	0.549250299	0.582833691	0.999882928
Gdap1	5424.5991	-0.005263172	0.093630981	-0.056211861	0.955173032	0.999882928
Pi15	17.48140192	-0.562530689	0.819449872	-0.686473582	0.492414518	0.999882928
Crispld1	159.1158225	-0.224137112	0.263941124	-0.849193593	0.395773578	0.999882928
Crisp4	0	NA	NA	NA	NA	NA
Defb44-ps	0	NA	NA	NA	NA	NA
Defb18	0	NA	NA	NA	NA	NA
Defb41	0	NA	NA	NA	NA	NA
Gm15386	0	NA	NA	NA	NA	NA
Tfap2d	0	NA	NA	NA	NA	NA
Tfap2b	0.515509855	-1.214763339	4.279633072	-0.283847545	0.776527217	0.999882928
Pkhd1	0.591719288	-0.943542934	4.169108859	-0.226317653	0.820954369	0.999882928
4930486I03Rik	0	NA	NA	NA	NA	NA
Mir206	0	NA	NA	NA	NA	NA
Mir133b	0	NA	NA	NA	NA	NA
Il17a	0	NA	NA	NA	NA	NA
Il17f	0.327791487	2.121108772	4.231246084	0.501296481	0.616162482	0.999882928
Mcm3	87.02270216	0.281877298	0.489959124	0.575307784	0.565083158	0.999882928
6720483E21Rik	16.0817734	0.590102564	0.967025255	0.610224563	0.54171306	0.999882928
Paqr8	2481.243357	-0.053293185	0.105656604	-0.504399943	0.613980358	0.999882928
Efhc1	130.3991173	0.172032226	0.381654928	0.450753321	0.652167348	0.999882928
Tram2	18.70935942	0.208636801	0.985201825	0.21177062	0.832285991	0.999882928
Tmem14a	1018.803205	0.077406693	0.149428744	0.518017426	0.604446111	0.999882928
Gsta3	17.75462667	0.151987642	0.895783921	0.169669982	0.865269682	0.999882928
Gm4956	0.173807263	-2.293943762	4.23913713	-0.541134597	0.588414813	0.999882928
Khdc1a	0.462954341	3.368099155	4.218878218	0.798339981	0.424673223	0.999882928
Khdc1c	0.954518337	0.418135593	4.279685594	0.097702409	0.922168602	0.999882928
Khdc1b	2.495036862	0.858144912	2.884677672	0.297483813	0.766097165	0.999882928
Kcnq5	1212.173617	0.045158647	0.173774554	0.259869155	0.794964705	0.999882928
Rims1	997.9123232	-0.040723612	0.195147659	-0.208681016	0.834697261	0.999882928
4933415F23Rik	4.311653254	0.188960279	2.101554842	0.089914512	0.928355149	0.999882928
Mir30a	0.584742542	-0.062764565	4.279685594	-0.014665695	0.988298888	0.999882928
Mir30c-2	0.114101263	1.424235667	4.273571841	0.333265877	0.738933595	0.999882928
Ogfrl1	7852.679632	0.049092613	0.082182618	0.597360058	0.550267015	0.999882928
B3gat2	99.78884333	-0.370915833	0.361699863	-1.025479604	0.305136944	0.999882928
Smap1	1785.04966	0.108377598	0.163496042	0.662875975	0.50740999	0.999882928
1110058L19Rik	914.9940497	0.00562299	0.176629879	0.031834875	0.974603735	0.999882928
Fam135a	862.133093	0.056169415	0.152412498	0.368535493	0.712473985	0.999882928
Col9a1	2.385463459	2.3139156	3.204568137	0.722067842	0.470252768	0.999882928
Col19a1	190.3924098	0.106115011	0.327207928	0.324304523	0.745707496	0.999882928
Lmbrd1	5155.665138	0.04601511	0.090133777	0.510520155	0.609687098	0.999882928
Bai3	779.595566	0.012709372	0.176761708	0.07190116	0.942680567	0.999882928
Gm20172	1.545776582	-0.06275875	4.279685594	-0.014664337	NA	NA
4931408C20Rik	0	NA	NA	NA	NA	NA
Gm597	0	NA	NA	NA	NA	NA
Mir6342	0	NA	NA	NA	NA	NA
Phf3	1772.813361	-0.07122909	0.11048414	-0.644699683	0.519121822	0.999882928
Ptp4a1	179.4340005	0.172562644	0.242317376	0.712134832	0.476381286	0.999882928
Gm13363	0	NA	NA	NA	NA	NA
4931428L18Rik	0	NA	NA	NA	NA	NA
Lgsn	0.515613534	3.529512713	4.216658354	0.837040238	0.40256995	0.999882928
Pih1d3	0	NA	NA	NA	NA	NA
Gm4850	0	NA	NA	NA	NA	NA
Khdrbs2	111.0514396	0.029791477	0.271917039	0.109560904	0.912757618	0.999882928
Gm9839	0.212909733	-0.062762239	4.279685594	-0.014665152	0.988299321	0.999882928
Gm5415	1.054197529	1.945399534	4.091085547	0.475521597	0.634415243	0.999882928
Prim2	136.1620323	0.12770638	0.275270882	0.463929855	0.642698002	0.999882928
1700001G17Rik	15.65469403	1.340432602	1.335362972	1.003796444	0.315476739	0.999882928
Rab23	698.4573308	0.000533214	0.168092345	0.00317215	0.997468995	0.999882928
Bag2	1151.407684	0.193985195	0.178349105	1.087671254	0.276740262	0.999882928
Zfp451	908.7603012	0.018363419	0.139096277	0.132019483	0.894968882	0.999882928
Gm15455	1.117024549	0.465668224	2.003715226	0.232402398	0.816225487	0.999882928
Bend6	5038.588361	-0.056671496	0.086718591	-0.653510344	0.513427323	0.999882928
Dst	48128.2295	-0.066820215	0.117496735	-0.568698487	0.569560775	0.999882928
Mir6896	0.240847218	-0.06275875	4.279685594	-0.014664337	0.988299972	0.999882928
Mir5103	0.280096015	-0.062759711	4.279685594	-0.014664561	0.988299792	0.999882928
Ccdc115	1271.203315	0.001186363	0.117411493	0.010104314	0.991938061	0.999882928
Imp4	358.9134103	0.067427952	0.239825545	0.28115417	0.778592155	0.999882928
Ptpn18	41.76630248	0.588183408	0.519295662	1.132656117	0.257358693	0.999882928
Prss39	0	NA	NA	NA	NA	NA
Cfc1	0	NA	NA	NA	NA	NA
Prss40	0.201841549	-0.06275875	4.279685594	-0.014664337	0.988299972	0.999882928
Amer3	1024.320757	0.062784498	0.174620824	0.359547602	0.719185474	0.999882928
AA619741	0	NA	NA	NA	NA	NA
Arhgef4	2954.338747	-0.126834584	0.098500522	-1.287653922	0.19786646	0.999882928
Fam168b	9997.36811	-0.069630151	0.048586566	-1.433115301	0.151824889	0.999882928
Plekhb2	10623.05567	0.017776574	0.062376032	0.284990467	0.775651445	0.999882928
Mir7669	0.403683098	-0.06275875	4.279685594	-0.014664337	0.988299972	0.999882928
Hs6st1	4772.367692	0.156584582	0.080239415	1.951467138	0.051001502	0.999882928
Uggt1	3625.835983	-0.0134789	0.091288118	-0.147652289	0.882617187	0.999882928
Mir6897	0	NA	NA	NA	NA	NA
Neurl3	44.71550212	-0.100113829	0.621292134	-0.161138091	0.87198464	0.999882928
Arid5a	559.4011187	-0.041711953	0.137367896	-0.303651395	0.761393491	0.999882928
Kansl3	3636.642251	-0.070371864	0.067042257	-1.049664296	0.293872485	0.999882928
Mir6898	0	NA	NA	NA	NA	NA
Fer1l5	579.6281466	-0.132316875	0.15386228	-0.859969549	0.389805828	0.999882928
Lman2l	1473.970693	0.054530971	0.105128583	0.518707376	0.603964817	0.999882928
Cnnm4	757.4579549	-0.058926224	0.12686403	-0.464483303	0.642301519	0.999882928
Cnnm3	979.1307423	-0.052652728	0.119828826	-0.439399519	0.660372075	0.999882928
Ankrd23	83.18187908	0.303316101	0.585603123	0.517955061	0.604489624	0.999882928
Ankrd39	632.3111578	0.116234429	0.13828306	0.840554362	0.400597635	0.999882928
Sema4c	1312.157104	-0.239205198	0.214365609	-1.115874883	0.264475695	0.999882928
Fam178b	1208.457593	0.076055251	0.321454031	0.236597595	0.812968986	0.999882928
Cox5b	7245.185306	-0.09425198	0.127797781	-0.737508736	0.460813032	0.999882928
Actr1b	10196.98396	0.075663612	0.104265127	0.725684743	0.468032057	0.999882928
4933424G06Rik	8.591835393	0.972260546	1.338522943	0.726368233	0.46761306	0.999882928
Zap70	22.10405025	-0.911673212	0.853490279	-1.068170587	0.28544357	0.999882928
Tmem131	2408.983602	0.098294737	0.122525094	0.802241678	0.422413172	0.999882928
Cnga3	13.2133621	0.093216102	1.206645277	0.077252283	0.93842285	0.999882928
Inpp4a	5830.735994	-0.005700755	0.0922984	-0.061764395	0.950750458	0.999882928
Coa5	4628.708914	0.129830701	0.07893894	1.644697798	0.100032147	0.999882928
Unc50	1513.694217	0.003995046	0.100193143	0.039873447	0.96819402	0.999882928
Mgat4a	2582.641983	-0.138185442	0.133299693	-1.036652361	0.299897901	0.999882928
4930594C11Rik	5.860779791	1.159113452	2.278080288	0.508811501	0.610884357	0.999882928
2010300C02Rik	203.3367659	0.178685065	0.357634354	0.499630595	0.617335211	0.999882928
Tsga10	287.776842	0.071632854	0.28298159	0.253136091	0.80016305	0.999882928
Lipt1	138.725681	0.120271654	0.347903975	0.345703594	0.729565483	0.999882928
Mitd1	232.4581987	0.073010056	0.176393677	0.413904044	0.678944382	0.999882928
Mrpl30	1217.213478	-0.051027332	0.137058485	-0.37230334	0.709667012	0.999882928
Lyg2	0.256486904	1.603456861	4.267779801	0.375712182	0.70713088	0.999882928
Lyg1	0	NA	NA	NA	NA	NA
Txndc9	1526.886101	0.017102158	0.10248789	0.166870041	0.867472307	0.999882928
Eif5b	1950.85461	0.054769498	0.095430187	0.573922153	0.566020482	0.999882928
Rev1	222.8291783	0.028379427	0.263807304	0.107576349	0.914331759	0.999882928
Aff3	2656.731078	0.029402688	0.10764597	0.273142484	0.78474369	0.999882928
Lonrf2	3435.293267	0.069008933	0.152652584	0.45206528	0.651221955	0.999882928
Chst10	435.4501487	0.029306701	0.188677894	0.155326626	0.876563826	0.999882928
Nms	11.35339061	-0.224747743	1.251637816	-0.179562922	0.857495716	0.999882928
Pdcl3	1810.829793	-0.07239203	0.128918281	-0.561534248	0.57443339	0.999882928
Mir6349	0	NA	NA	NA	NA	NA
Npas2	163.4630416	0.165243772	0.309556884	0.533807452	0.593474757	0.999882928
Rpl31	6216.737635	-0.029189708	0.139720691	-0.208914712	0.834514819	0.999882928
Tbc1d8	969.2403039	-0.036416662	0.110473202	-0.329642492	0.741670112	0.999882928
Cnot11	1003.760078	0.067584625	0.103223841	0.654738525	0.512636117	0.999882928
Snord89	0.832302215	0.473717349	4.089569108	0.115835516	0.907782902	0.999882928
Rnf149	1084.596651	-0.004822279	0.1198754	-0.040227425	0.967911813	0.999882928
Creg2	1068.108717	-0.010585766	0.127351794	-0.083122233	0.933754347	0.999882928
Rfx8	8.395518577	0.467696685	1.017881987	0.459480265	0.645889321	0.999882928
Gm3646	0	NA	NA	NA	NA	NA
1700066B17Rik	0.19937714	-0.06275875	4.279685594	-0.014664337	0.988299972	0.999882928
Map4k4	4816.880145	-0.154645974	0.076910828	-2.01071785	0.044355268	0.999882928
Gm16894	15.12424265	-0.055285729	1.216320502	-0.045453257	0.963746032	0.999882928
Il1r2	17.60692577	0.38989501	0.789771929	0.493680511	0.621531831	0.999882928
Il1r1	362.47147	-0.017223427	0.210621948	-0.081774132	0.934826327	0.999882928
Il1rl2	7.008292007	0.250957388	1.524253161	0.164642852	0.869225101	0.999882928
Il1rl1	16.6641946	-0.207104924	0.94133387	-0.220012187	0.825861663	0.999882928
Il18r1	7.425685714	-3.064890245	1.64731307	-1.86053902	0.062809303	0.999882928
Il18rap	9.633823032	0.199579909	1.469860533	0.135781528	0.891993994	0.999882928
Slc9a4	0.436695022	3.14103552	4.22244984	0.743889363	0.456943411	0.999882928
Slc9a2	185.7891015	0.411085263	0.320465343	1.282776037	0.199570552	0.999882928
Mfsd9	491.0630521	-0.002660687	0.185644238	-0.014332182	0.988564965	0.999882928
Tmem182	7.674634378	-1.816861418	1.678634174	-1.082345067	0.279099228	0.999882928
4930448I06Rik	0	NA	NA	NA	NA	NA
Pou3f3os	5.430753257	-1.364978158	4.010932319	-0.340314433	0.733619749	0.999882928
Pou3f3	11.55398558	0.408796851	1.317352547	0.31031697	0.756319927	0.999882928
2900092D14Rik	4.311457044	4.303087728	2.368807481	1.816562875	0.069284072	0.999882928
2610207O16Rik	0.085319322	-1.218258064	4.279586174	-0.284667259	0.775899077	0.999882928
Mrps9	1439.134749	0.067434125	0.116101194	0.580821978	0.561360441	0.999882928
Gpr45	142.4864923	0.315946429	0.318398609	0.992298399	0.321051984	0.999882928
Tgfbrap1	1921.599372	0.10189203	0.093329918	1.091740274	0.274947278	0.999882928
AI597479	908.5096267	0.056608591	0.165242191	0.342579526	0.731914807	0.999882928
Fhl2	112.221242	0.775193296	0.296312194	2.616137005	0.008893087	0.999882928
Nck2	346.7378625	-0.176371531	0.173834806	-1.014592735	0.310300004	0.999882928
1500015O10Rik	110.882157	1.122434494	0.531139988	2.113255487	0.034578906	0.999882928
Uxs1	1690.850242	0.053945951	0.16536733	0.326218914	0.744258733	0.999882928
Tpp2	2488.287745	0.020049637	0.128740254	0.155737128	0.876240231	0.999882928
Mettl21c	2.038793877	-0.124019549	3.287223011	-0.037727756	0.969904745	0.999882928
Tex30	189.3993369	-0.142272433	0.360712542	-0.394420534	0.693270586	0.999882928
Kdelc1	180.4274523	-0.197127502	0.238890447	-0.825179509	0.409269685	0.999882928
Bivm	669.7785574	-0.105229111	0.170541624	-0.617028899	0.537215664	0.999882928
Ercc5	777.8508899	-0.022548952	0.143544813	-0.157086501	0.875176676	0.999882928
Mettl21e	3.583835528	2.209332291	2.670155115	0.827417208	0.40800063	0.999882928
Gulp1	555.4372523	-0.070861869	0.161109889	-0.439835627	0.660056162	0.999882928
4930521E06Rik	0	NA	NA	NA	NA	NA
Col3a1	1818.921627	-0.091502798	0.159700813	-0.572963887	0.566669146	0.999882928
Col5a2	753.8131794	-0.084342649	0.192542317	-0.438047336	0.66135197	0.999882928
Wdr75	923.1770484	0.008187214	0.153271015	0.053416582	0.957399994	0.999882928
Slc40a1	108.1687781	0.062072476	0.397876366	0.156009457	0.876025567	0.999882928
Gm4776	0	NA	NA	NA	NA	NA
Dnah7b	138.5828537	-0.196772506	0.343170958	-0.573394984	0.566377286	0.999882928
Slc39a10	1927.685907	-0.026654055	0.106360686	-0.250600625	0.802122898	0.999882928
Mir6350	0	NA	NA	NA	NA	NA
Tmeff2	4550.349874	0.128987289	0.118689364	1.086763672	0.277141266	0.999882928
9330175M20Rik	37.74683421	0.059272568	0.701406809	0.084505265	0.932654717	0.999882928
Sdpr	347.3566759	0.215383064	0.258321016	0.833780648	0.404404602	0.999882928
Nabp1	160.7537332	0.028896481	0.277218573	0.104237175	0.916981133	0.999882928
Myo1b	1430.731795	0.076499302	0.094711333	0.807710112	0.419257481	0.999882928
Stat4	10.32365281	-0.561447627	1.250680237	-0.448913807	0.653493836	0.999882928
Stat1	2467.813653	-0.218121944	0.168137482	-1.297283278	0.194533736	0.999882928
Gls	10760.27737	0.089178604	0.071991442	1.238738964	0.215442184	0.999882928
Nab1	1558.383978	-0.132663132	0.084459865	-1.570723946	0.116246784	0.999882928
Tmem194b	151.8487515	-0.200115286	0.37796063	-0.529460662	0.596485927	0.999882928
Mfsd6	8409.788307	0.074455898	0.095323751	0.781084427	0.43475284	0.999882928
Inpp1	848.3506237	-0.009624931	0.138993666	-0.069247262	0.944792804	0.999882928
Hibch	908.4774927	0.036363262	0.135853834	0.267664602	0.7889575	0.999882928
1700019D03Rik	168.7185563	0.046530244	0.248884558	0.186955127	0.851695816	0.999882928
Mstn	26.24115168	-1.281793686	0.865929275	-1.480252167	0.138805963	0.999882928
1700019A02Rik	3.350853957	-0.383323347	2.008739898	-0.190827766	0.848660534	0.999882928
Pms1	121.9892117	-0.219240473	0.345742948	-0.634114084	0.526006372	0.999882928
Ormdl1	455.4289987	0.003202473	0.120646866	0.02654419	0.978823288	0.999882928
Osgepl1	375.023425	0.189404014	0.170006827	1.114096514	0.265237784	0.999882928
Asnsd1	1646.25736	-0.019122392	0.082262197	-0.232456611	0.816183384	0.999882928
Dnah7a	41.01320921	-0.016480126	0.656294705	-0.025110862	0.979966536	0.999882928
Stk17b	130.648443	0.392875152	0.369253061	1.063972633	0.287341097	0.999882928
Hecw2	614.7218802	-0.030012828	0.197906813	-0.151651315	0.879461958	0.999882928
Mir7681	0	NA	NA	NA	NA	NA
Ccdc150	13.44087126	0.410896944	1.335845932	0.307593065	0.758391998	0.999882928
Gtf3c3	1141.659824	-0.040200062	0.213571307	-0.188227824	0.850698062	0.999882928
Pgap1	972.6811384	0.088139505	0.208298862	0.42313964	0.672193383	0.999882928
Ankrd44	439.1051305	-0.04124641	0.161906544	-0.254754434	0.798912771	0.999882928
Sf3b1	4803.092894	0.015417944	0.093486663	0.164921326	0.869005906	0.999882928
Coq10b	824.8511592	0.065387486	0.135747651	0.481684107	0.630030368	0.999882928
Hspd1	8084.788882	0.066872039	0.095561674	0.699778857	0.48406542	0.999882928
Hspe1	2892.096435	-0.012463487	0.137914356	-0.090371207	0.927992236	0.999882928
Mob4	3566.397491	-0.015296934	0.078492711	-0.194883491	0.845484159	0.999882928
Rftn2	416.2172695	0.012689225	0.164843098	0.076977593	0.938641371	0.999882928
Mars2	235.5768842	-0.114801257	0.238783555	-0.48077539	0.630676143	0.999882928
Boll	0.832565939	3.622397735	4.215488539	0.859306745	0.390171304	0.999882928
Plcl1	582.3449053	-0.030020564	0.170735993	-0.175830316	0.860427252	0.999882928
9130227L01Rik	0	NA	NA	NA	NA	NA
Hsfy2	0	NA	NA	NA	NA	NA
Satb2	23.73645304	-0.35374832	0.851200076	-0.415587745	0.677711696	0.999882928
9130024F11Rik	1.941297733	-0.568400888	2.272281568	-0.250145447	0.802474871	0.999882928
BC055402	0.265792065	-0.062762688	4.279685594	-0.014665257	0.988299237	0.999882928
4930558J18Rik	0.042659661	-0.639831001	4.279685594	-0.149504207	0.88115579	0.999882928
1700066M21Rik	1426.989044	0.123253591	0.134464942	0.916622498	0.359340491	0.999882928
Tyw5	306.1328125	0.109072428	0.176598856	0.617628165	0.536820474	0.999882928
9430016H08Rik	523.475447	-0.009346579	0.166914555	-0.055996191	0.955344842	0.999882928
Spats2l	1084.382701	0.031749871	0.146310664	0.217003122	0.828205912	0.999882928
Kctd18	444.5635872	-0.234182623	0.166452514	-1.406903491	0.159456008	0.999882928
Sgol2	200.7538548	-0.095524054	0.218105357	-0.437972068	0.661406531	0.999882928
Aox1	1964.285064	0.216392424	0.122802831	1.762112673	0.078050263	0.999882928
Aox3	15.85708376	0.59254405	1.010366322	0.586464569	0.557563365	0.999882928
Aox4	206.7823083	-0.086172604	0.338177533	-0.254814692	0.798866227	0.999882928
Aox2	0.292968265	-1.636531977	4.228205074	-0.387051231	0.698718281	0.999882928
Bzw1	5404.885861	0.022630728	0.099996024	0.226316275	0.820955441	0.999882928
Clk1	1173.608013	0.088086053	0.194441694	0.453020396	0.650534055	0.999882928
Ppil3	697.6691285	-0.185002098	0.185347583	-0.998136015	0.318213408	0.999882928
Nif3l1	957.1008293	-0.030966519	0.143192239	-0.216258359	0.828786365	0.999882928
Orc2	1036.252384	0.068340658	0.162546599	0.420437332	0.674166001	0.999882928
Fam126b	2920.500233	0.047421934	0.134794859	0.351808178	0.724982125	0.999882928
Ndufb3	3547.224844	-0.001901527	0.172477899	-0.011024759	0.991203693	0.999882928
Gm20257	26.28216438	0.160416183	1.176280368	0.136375806	0.891524199	0.999882928
Als2cr12	69.09456837	0.423287163	0.475049229	0.891038523	0.372908504	0.999882928
Cflar	1945.969091	-0.064305733	0.116939761	-0.549904773	0.58238469	0.999882928
Casp8	65.3241897	-0.369967343	0.527633342	-0.701182646	0.483189038	0.999882928
Trak2	3767.140878	-0.085250767	0.083246271	-1.024079109	0.305797911	0.999882928
Stradb	474.6297639	-0.007263546	0.179907948	-0.04037368	0.967795214	0.999882928
Als2cr11	5.017822744	1.881226652	1.910805339	0.984520303	0.324859754	0.999882928
Tmem237	1139.137448	0.076231213	0.146156983	0.521570788	0.601969207	0.999882928
Mpp4	15.72479804	0.356383293	0.959604031	0.371385782	0.710350214	0.999882928
Als2	1304.767303	-0.061220692	0.148253956	-0.412944742	0.679647099	0.999882928
Cdk15	1139.237087	0.128032578	0.212951904	0.601227672	0.547688356	0.999882928
Fzd7	523.3319431	0.025973245	0.175449692	0.148038133	0.882312674	0.999882928
Gm973	17.09284994	1.04369937	0.807882392	1.291895182	0.196393446	0.999882928
Sumo1	2022.034234	0.134397024	0.157718759	0.852130874	0.394141458	0.999882928
Nop58	709.0859792	-0.090421222	0.159099811	-0.568330165	0.5698108	0.999882928
Snord70	0.042659661	-0.639831001	4.279685594	-0.149504207	0.88115579	0.999882928
Snord11	0.549859434	-0.062764362	4.279685594	-0.014665648	0.988298925	0.999882928
Bmpr2	10194.2798	-0.04018762	0.106582058	-0.377058017	0.70613049	0.999882928
Fam117b	3104.872679	0.039289391	0.088003939	0.446450364	0.65527196	0.999882928
Ica1l	552.6463192	0.083885153	0.200803765	0.417746914	0.676132168	0.999882928
Wdr12	1390.646725	0.01273275	0.101907178	0.124944581	0.900567425	0.999882928
Carf	307.3511795	0.161719881	0.208799023	0.77452413	0.438620904	0.999882928
Nbeal1	966.6578675	-0.034018091	0.296095975	-0.114888731	0.908533317	0.999882928
Cyp20a1	603.7150885	0.009429922	0.129939653	0.072571548	0.942147069	0.999882928
Abi2	3024.969656	0.024796583	0.144728982	0.171331153	0.863963386	0.999882928
Raph1	3671.441063	0.056002657	0.139198199	0.402323143	0.687446225	0.999882928
Cd28	5.801276713	0.024764158	1.808147013	0.013695876	0.989072613	0.999882928
Ctla4	2.623934897	2.187136671	3.482907342	0.627962922	NA	NA
Icos	0.397795541	-2.486346106	4.231965001	-0.587515753	0.556857373	0.999882928
9530026F06Rik	0.959960373	-0.831201445	3.773985718	-0.22024499	0.82568036	0.999882928
Pard3b	216.9974698	0.085833154	0.245073101	0.350234902	0.726162416	0.999882928
Nrp2	1861.695309	-0.01545628	0.130580208	-0.118366181	0.905777521	0.999882928
4930487H11Rik	1.397410254	0.648801198	3.55924622	0.182286124	0.855358188	0.999882928
Ino80d	1318.855065	-0.132444396	0.132473518	-0.999780161	0.317416909	0.999882928
Ino80dos	101.5414075	-0.193375246	0.33296385	-0.58076949	0.56139582	0.999882928
Ndufs1	4803.035325	-0.005366106	0.119239641	-0.045002705	0.964105153	0.999882928
Eef1b2	7408.018894	-0.033752354	0.132949136	-0.253874189	0.799592756	0.999882928
Snora41	1.225698406	-2.319817632	4.024574837	-0.576413094	0.564335996	0.999882928
Gpr1	17.56934854	0.933156057	1.004684831	0.928804764	0.352990275	0.999882928
Zdbf2	94.68022869	-0.05369706	0.363177768	-0.147853379	0.882458482	0.999882928
Adam23	18041.04133	-0.050487181	0.10727983	-0.470612058	0.637917795	0.999882928
Dytn	26.09978859	-0.33896197	0.709886496	-0.477487559	0.633014978	0.999882928
Mdh1b	25.20333673	0.954895174	0.941500871	1.014226544	0.310474665	0.999882928
Fastkd2	633.1810259	-0.090084157	0.158672293	-0.567737161	0.570213454	0.999882928
4933402D24Rik	35.82761071	-0.256778808	0.768764228	-0.334015032	0.738368215	0.999882928
Gm13749	17.91370701	0.038211079	0.870661428	0.043887415	0.964994147	0.999882928
Mir1958	0.294987184	-3.037173142	4.215959254	-0.720399074	0.47127932	0.999882928
