geneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Tram1	1683.396509	-0.103803703	0.084300393	-1.231354908	0.218190154	0.559361899
Lactb2	882.4918575	0.053397083	0.162905013	0.327780475	0.743077651	0.910154838
Xkr9	0.127978983	1.551100642	4.260448004	0.364069844	0.715805855	NA
Gm5523	6.989521365	-0.318988469	1.053119372	-0.302898681	0.761967077	0.919776495
Eya1	28.69912549	-1.848006539	0.659927899	-2.800315827	0.005105263	0.066158813
Msc	220.5083786	-0.03570369	0.246296543	-0.144962204	0.884740713	0.961877945
Trpa1	2276.757251	0.112312827	0.257368507	0.43638916	0.662554402	0.875824138
Kcnb2	1163.51645	-0.766285486	0.283648769	-2.701529387	0.006902138	0.080080488
Terf1	384.0462546	0.064124099	0.147401197	0.43503106	0.663539882	0.876117502
Sbspon	421.5595954	-0.817887493	0.207783225	-3.936253722	8.28E-05	0.004432866
4930444P10Rik	26.5740183	-0.578019776	0.941648667	-0.613838044	0.539322355	0.814944962
Rpl7	9132.300096	0.014780398	0.124974592	0.118267228	0.905855924	0.968794178
Rdh10	241.3111656	-0.263559024	0.276017888	-0.954862114	0.339647431	0.678270972
Stau2	2892.949778	0.009033786	0.170141714	0.053095656	0.957655692	0.986289063
Ube2w	2097.782845	0.038783469	0.096752573	0.400852064	0.688529045	0.887410029
Tceb1	3849.55513	0.105688547	0.086172987	1.22646957	0.22002202	0.560837558
D030040B21Rik	0.149532855	-1.789970321	4.27072671	-0.419125466	0.67512444	NA
Tmem70	1125.194768	0.327164617	0.159778953	2.047607714	0.040598453	0.227088937
Ly96	43.84989678	-0.167837469	0.596339574	-0.281446136	0.778368236	0.92552424
Jph1	245.0320171	-0.169070928	0.253564059	-0.666777967	0.504913968	0.794325364
Gdap1	5424.5991	0.076399297	0.093714254	0.81523668	0.414936846	0.737269843
Pi15	17.48140192	-0.245953817	0.815698246	-0.301525495	0.763013812	0.920132674
Crispld1	159.1158225	-0.418698131	0.262937303	-1.592387718	0.111297614	0.398981309
Crisp4	0	NA	NA	NA	NA	NA
Defb44-ps	0	NA	NA	NA	NA	NA
Defb18	0	NA	NA	NA	NA	NA
Defb41	0	NA	NA	NA	NA	NA
Gm15386	0	NA	NA	NA	NA	NA
Tfap2d	0	NA	NA	NA	NA	NA
Tfap2b	0.515509855	-2.054810161	4.226629401	-0.48615811	0.626855069	NA
Pkhd1	0.591719288	3.069189964	4.209124942	0.729175305	0.465894435	NA
4930486I03Rik	0	NA	NA	NA	NA	NA
Mir206	0	NA	NA	NA	NA	NA
Mir133b	0	NA	NA	NA	NA	NA
Il17a	0	NA	NA	NA	NA	NA
Il17f	0.327791487	0.353708942	4.279685594	0.082648347	0.934131157	NA
Mcm3	87.02270216	-0.650340837	0.4897763	-1.327832396	0.184233482	0.51666275
6720483E21Rik	16.0817734	-0.23741188	0.971470873	-0.24438394	0.806933479	0.934765658
Paqr8	2481.243357	-0.305745567	0.105629029	-2.894522169	0.003797361	0.054800078
Efhc1	130.3991173	0.1473581	0.383062005	0.384684719	0.700471018	0.891985335
Tram2	18.70935942	-0.115078407	0.98789933	-0.11648799	0.907265804	0.969576723
Tmem14a	1018.803205	0.213903404	0.149870269	1.427257087	0.153505805	0.470924099
Gsta3	17.75462667	-1.818423784	0.883503367	-2.058196778	0.039571248	0.224145598
Gm4956	0.173807263	2.007821703	4.23913713	0.473639243	0.635757186	NA
Khdc1a	0.462954341	-0.223363309	4.279685594	-0.052191523	0.958376087	NA
Khdc1c	0.954518337	-4.352510429	4.210914207	-1.033626005	0.301311037	NA
Khdc1b	2.495036862	0.892852095	2.965556313	0.301074065	0.763358017	NA
Kcnq5	1212.173617	-0.036515647	0.173932849	-0.209941062	0.833713674	0.945045151
Rims1	997.9123232	-0.219264463	0.195168244	-1.123463828	0.261240555	0.604993721
4933415F23Rik	4.311653254	2.612866296	2.199780205	1.187785166	0.23491806	NA
Mir30a	0.584742542	-0.223357494	4.279685594	-0.052190164	0.95837717	NA
Mir30c-2	0.114101263	-0.223363309	4.279685594	-0.052191523	0.958376087	NA
Ogfrl1	7852.679632	-0.013964103	0.082239657	-0.169797678	0.865169253	0.955815509
B3gat2	99.78884333	0.174162792	0.362068443	0.481021738	0.630501049	0.862180528
Smap1	1785.04966	0.13255823	0.163703573	0.809745492	0.418086466	0.739627722
1110058L19Rik	914.9940497	0.004943628	0.176847539	0.027954181	0.977698695	0.994290165
Fam135a	862.133093	-0.427917657	0.152343981	-2.808891127	0.004971246	0.065337741
Col9a1	2.385463459	-5.161484919	3.156732773	-1.635071858	0.102033985	NA
Col19a1	190.3924098	-0.371098027	0.327266006	-1.133933923	0.256822266	0.600550893
Lmbrd1	5155.665138	-0.081131776	0.090198438	-0.899480934	0.368396547	0.699456763
Bai3	779.595566	-0.110554015	0.176927559	-0.624854688	0.532066434	0.811108368
Gm20172	1.545776582	-5.10571175	4.205607258	-1.214024857	NA	NA
4931408C20Rik	0	NA	NA	NA	NA	NA
Gm597	0	NA	NA	NA	NA	NA
Mir6342	0	NA	NA	NA	NA	NA
Phf3	1772.813361	-0.187820476	0.110505062	-1.699654945	0.089195849	0.352553444
Ptp4a1	179.4340005	-0.213104332	0.242955063	-0.877134765	0.380413444	0.710139872
Gm13363	0	NA	NA	NA	NA	NA
4931428L18Rik	0	NA	NA	NA	NA	NA
Lgsn	0.515613534	-0.223363309	4.279685594	-0.052191523	0.958376087	NA
Pih1d3	0	NA	NA	NA	NA	NA
Gm4850	0	NA	NA	NA	NA	NA
Khdrbs2	111.0514396	0.40935987	0.27473803	1.490000746	0.13622404	0.441889577
Gm9839	0.212909733	-0.22335982	4.279685594	-0.052190708	0.958376737	NA
Gm5415	1.054197529	-0.22335721	4.117856597	-0.054241134	0.956743049	NA
Prim2	136.1620323	-0.044086274	0.276340534	-0.159536037	0.873246568	0.957874903
1700001G17Rik	15.65469403	-0.992391354	1.33945203	-0.740893538	0.458757994	0.766834195
Rab23	698.4573308	0.240695748	0.168641878	1.427259649	0.153505067	0.470924099
Bag2	1151.407684	0.21150504	0.178731002	1.183370752	0.236662244	0.579714262
Zfp451	908.7603012	-0.167318821	0.139229446	-1.201748814	0.229460862	0.571936626
Gm15455	1.117024549	-0.890804701	1.999042509	-0.445615687	0.655874877	NA
Bend6	5038.588361	0.084642509	0.086805995	0.975076766	0.329522183	0.670286935
Dst	48128.2295	-0.245628921	0.117496408	-2.090522802	0.036570862	0.213691729
Mir6896	0.240847218	-2.427711246	4.247168961	-0.571606938	0.567588294	NA
Mir5103	0.280096015	-2.447826576	4.24649107	-0.576435117	0.564321114	NA
Ccdc115	1271.203315	0.375369754	0.117946105	3.182553212	0.001459827	0.029959462
Imp4	358.9134103	0.11127215	0.240483751	0.462701324	0.643578469	0.868109139
Ptpn18	41.76630248	-1.53341227	0.515772895	-2.973037715	0.002948682	0.046766672
Prss39	0	NA	NA	NA	NA	NA
Cfc1	0	NA	NA	NA	NA	NA
Prss40	0.201841549	-2.187006009	4.256042809	-0.513859025	0.607350557	NA
Amer3	1024.320757	0.004551896	0.174845209	0.026033859	0.979230332	0.994637322
AA619741	0	NA	NA	NA	NA	NA
Arhgef4	2954.338747	0.121315777	0.098617085	1.230169978	0.21863346	0.55964387
Fam168b	9997.36811	-0.027606707	0.048633833	-0.567644076	0.570276672	0.831478572
Plekhb2	10623.05567	0.031276278	0.062436063	0.500932903	0.616418345	0.856130768
Mir7669	0.403683098	-3.180174893	4.227217539	-0.752309259	0.451865101	NA
Hs6st1	4772.367692	-0.020667071	0.0803643	-0.257167308	0.79704962	0.929469398
Uggt1	3625.835983	-0.111601751	0.091345926	-1.22174853	0.221802738	0.562644722
Mir6897	0	NA	NA	NA	NA	NA
Neurl3	44.71550212	-0.724578121	0.619279756	-1.170033597	0.241987449	0.586253442
Arid5a	559.4011187	-0.03936259	0.137691487	-0.28587526	0.774973663	0.924506129
Kansl3	3636.642251	-0.189537584	0.067058992	-2.826430551	0.004706995	0.063130928
Mir6898	0	NA	NA	NA	NA	NA
Fer1l5	579.6281466	-0.119907644	0.153917304	-0.779039403	0.435956504	0.751163954
Lman2l	1473.970693	-0.067572841	0.105341013	-0.641467544	0.521218961	0.804377361
Cnnm4	757.4579549	0.021846084	0.127171887	0.171783908	0.863607417	0.955028092
Cnnm3	979.1307423	-0.236849673	0.119834676	-1.976470255	0.048101541	0.250480104
Ankrd23	83.18187908	-1.29553021	0.58418053	-2.2176881	0.026576106	0.17845078
Ankrd39	632.3111578	0.116490728	0.13900864	0.838010702	0.402024693	0.72826549
Sema4c	1312.157104	-0.732494504	0.214057499	-3.421952078	0.000621733	0.017391482
Fam178b	1208.457593	-0.661246855	0.321364709	-2.057621254	0.039626505	0.224236363
Cox5b	7245.185306	0.103180128	0.127835742	0.807130515	0.419591293	0.740066569
Actr1b	10196.98396	0.091993648	0.104314998	0.881883238	0.377839953	0.707664409
4933424G06Rik	8.591835393	0.383845251	1.355599233	0.283155406	0.777057711	0.92552424
Zap70	22.10405025	0.424640879	0.852131061	0.498328131	0.618252783	0.856930041
Tmem131	2408.983602	-0.170484452	0.122607651	-1.390487871	0.16438078	0.488157943
Cnga3	13.2133621	0.134131871	1.210458147	0.11081083	0.911766357	0.970294057
Inpp4a	5830.735994	-0.132989554	0.092331546	-1.440347963	0.149768978	0.464509623
Coa5	4628.708914	-0.08951579	0.079042724	-1.132498803	0.257424787	0.601185322
Unc50	1513.694217	0.363438235	0.100723635	3.608271625	0.000308244	0.011214852
Mgat4a	2582.641983	0.18293857	0.133417449	1.371174247	0.170320644	0.497173238
4930594C11Rik	5.860779791	-2.808207096	2.25880021	-1.243229518	0.213783268	0.555048232
2010300C02Rik	203.3367659	-0.202828681	0.358018886	-0.566530675	0.571033086	0.831478572
Tsga10	287.776842	-0.154585314	0.283268837	-0.545719449	0.585258801	0.840582712
Lipt1	138.725681	-0.37263991	0.348006014	-1.070785835	0.284265737	0.626685621
Mitd1	232.4581987	0.289224149	0.178225701	1.62279709	0.104632788	0.384886563
Mrpl30	1217.213478	0.181074185	0.137358217	1.318262488	0.187415794	0.521539028
Lyg2	0.256486904	-0.223362348	4.279685594	-0.052191298	0.958376266	NA
Lyg1	0	NA	NA	NA	NA	NA
Txndc9	1526.886101	0.084730293	0.102775142	0.824423995	0.409698685	0.733743594
Eif5b	1950.85461	-0.144295108	0.095554707	-1.510078498	0.131023395	0.432491046
Rev1	222.8291783	-0.132725258	0.264176139	-0.502411985	0.61537775	0.855701449
Aff3	2656.731078	-0.043370196	0.1077579	-0.402478108	0.687332197	0.887258694
Lonrf2	3435.293267	-0.029788384	0.152724614	-0.195046386	0.845356634	0.948522651
Chst10	435.4501487	-0.020073961	0.189093962	-0.106158658	0.915456472	0.972065945
Nms	11.35339061	1.508871587	1.27024417	1.187859486	0.234888773	0.578516166
Pdcl3	1810.829793	0.043653947	0.129052201	0.338265812	0.735162885	0.907453509
Mir6349	0	NA	NA	NA	NA	NA
Npas2	163.4630416	0.202250235	0.311098076	0.650117281	0.515616468	0.801361362
Rpl31	6216.737635	-0.019388981	0.139753937	-0.138736565	0.889658323	0.964396706
Tbc1d8	969.2403039	-0.046663679	0.110697671	-0.421541654	0.673359601	0.880211446
Cnot11	1003.760078	0.233619738	0.103908107	2.248330241	0.02455514	0.170043562
Snord89	0.832302215	1.763223155	4.133576634	0.426561139	0.669699008	NA
Rnf149	1084.596651	0.027131077	0.120149354	0.22581126	0.821348219	0.941449937
Creg2	1068.108717	-0.115191295	0.127492551	-0.903513926	0.366253201	0.697820421
Rfx8	8.395518577	0.52794774	1.032889081	0.511136916	0.609255188	0.852859521
Gm3646	0	NA	NA	NA	NA	NA
1700066B17Rik	0.19937714	-2.151964713	4.257460334	-0.505457372	0.613237631	NA
Map4k4	4816.880145	-0.253596143	0.076874551	-3.298830878	0.000970884	0.023153808
Gm16894	15.12424265	-0.07774476	1.217296647	-0.063866733	0.949076341	0.983638711
Il1r2	17.60692577	0.502413493	0.798108243	0.629505456	0.529018198	0.808347328
Il1r1	362.47147	-0.308728585	0.210577459	-1.466104621	0.142619787	0.453628668
Il1rl2	7.008292007	1.305964367	1.555932403	0.839345182	0.401275636	0.727947378
Il1rl1	16.6641946	0.707770977	0.949058585	0.745761103	0.455811741	0.764969834
Il18r1	7.425685714	1.636589625	1.603203715	1.020824497	0.307337596	0.649168215
Il18rap	9.633823032	-3.110226898	1.438078245	-2.162766114	0.030559173	0.192190296
Slc9a4	0.436695022	-0.704257652	4.279685594	-0.164558269	0.86929168	NA
Slc9a2	185.7891015	-0.09680018	0.321552324	-0.301040213	0.76338383	0.920138586
Mfsd9	491.0630521	0.05146807	0.186083202	0.27658633	0.782097763	0.925909495
Tmem182	7.674634378	-0.890309434	1.65021978	-0.539509613	0.589535266	0.842502677
4930448I06Rik	0	NA	NA	NA	NA	NA
Pou3f3os	5.430753257	-3.665256007	3.94576158	-0.92890965	0.352935912	0.687934949
Pou3f3	11.55398558	-0.076118707	1.321529433	-0.05759895	0.954068086	0.985535052
2900092D14Rik	4.311457044	-3.720426689	2.37451104	-1.566818022	0.117157234	NA
2610207O16Rik	0.085319322	0.932136005	4.279586174	0.217809846	0.827577273	NA
Mrps9	1439.134749	0.010767312	0.116353974	0.092539272	0.926269591	0.974903814
Gpr45	142.4864923	-0.372404798	0.318937978	-1.167640181	0.242951935	0.587231878
Tgfbrap1	1921.599372	-0.274712333	0.09340699	-2.941025419	0.003271277	0.05005339
AI597479	908.5096267	-0.215206672	0.165344713	-1.301563675	0.193065584	0.528826188
Fhl2	112.221242	-0.759933434	0.297247007	-2.556572195	0.010570913	0.102850768
Nck2	346.7378625	0.013908899	0.174090825	0.079894496	0.936321168	0.978238846
1500015O10Rik	110.882157	-0.396522605	0.533282405	-0.743550887	0.457148225	0.765779138
Uxs1	1690.850242	0.229713589	0.165614242	1.387040066	0.165429546	0.48945411
Tpp2	2488.287745	0.139448872	0.128900803	1.0818309	0.279327674	0.62163021
Mettl21c	2.038793877	0.113811447	3.291126869	0.0345813	0.972413613	NA
Tex30	189.3993369	0.065061601	0.361084096	0.180184066	0.857008067	0.952468681
Kdelc1	180.4274523	-0.200451175	0.23859827	-0.840119983	0.400841117	0.727571165
Bivm	669.7785574	-0.061753258	0.170671818	-0.361824573	0.717483128	0.898696854
Ercc5	777.8508899	-0.16867424	0.143655411	-1.174158626	0.240331495	0.584251546
Mettl21e	3.583835528	1.887982339	2.780660255	0.678969081	0.497157453	NA
Gulp1	555.4372523	-0.356069033	0.160932932	-2.212530572	0.026930026	0.179416358
4930521E06Rik	0	NA	NA	NA	NA	NA
Col3a1	1818.921627	-0.910651354	0.159403805	-5.712858337	1.11E-08	9.07E-06
Col5a2	753.8131794	-1.046312228	0.191846444	-5.453904726	4.93E-08	2.24E-05
Wdr75	923.1770484	0.147750269	0.153632074	0.961714993	0.336192789	0.675860866
Slc40a1	108.1687781	0.21873374	0.399439487	0.547601694	0.583965426	0.839758733
Gm4776	0	NA	NA	NA	NA	NA
Dnah7b	138.5828537	-0.365228452	0.342458906	-1.066488405	0.286202917	0.629020381
Slc39a10	1927.685907	-0.069078458	0.106474308	-0.648780536	0.51648024	0.801365604
Mir6350	0	NA	NA	NA	NA	NA
Tmeff2	4550.349874	0.143444914	0.118808663	1.207360732	0.227293251	0.568752406
9330175M20Rik	37.74683421	-0.628120846	0.700236838	-0.897011999	0.369712514	0.700814996
Sdpr	347.3566759	-0.587092946	0.25822624	-2.273560372	0.022992432	0.16330124
Nabp1	160.7537332	0.139281063	0.278477906	0.500151213	0.616968608	0.856297435
Myo1b	1430.731795	-0.299161275	0.094771226	-3.156667789	0.00159583	0.032065758
Stat4	10.32365281	-1.319736914	1.236679738	-1.067161428	0.285898947	0.628931484
Stat1	2467.813653	0.262754865	0.168234699	1.561835142	0.118326831	0.410575001
Gls	10760.27737	-0.047672532	0.072040723	-0.66174422	0.50813516	0.796172642
Nab1	1558.383978	-0.029893361	0.0845766	-0.35344718	0.723753221	0.90197673
Tmem194b	151.8487515	-0.741455292	0.376606027	-1.968782331	0.048978092	0.252957987
Mfsd6	8409.788307	0.11804889	0.095394629	1.237479418	0.215909151	0.556587011
Inpp1	848.3506237	0.163559988	0.13944689	1.172919588	0.240828054	0.584751774
Hibch	908.4774927	0.240769033	0.136403633	1.765121853	0.077543289	0.328002891
1700019D03Rik	168.7185563	-0.202322314	0.249258791	-0.811695799	0.416966205	0.738952067
Mstn	26.24115168	0.179326738	0.859635638	0.208607845	0.834754386	0.945366727
1700019A02Rik	3.350853957	0.084400431	2.008691524	0.042017617	0.966484654	NA
Pms1	121.9892117	-0.12558058	0.345607974	-0.363361351	0.716334969	0.898153969
Ormdl1	455.4289987	0.291222223	0.12193536	2.388332832	0.016925006	0.136736872
Osgepl1	375.023425	0.079602308	0.17102504	0.46544242	0.641614662	0.867236234
Asnsd1	1646.25736	0.185095285	0.08266941	2.238981562	0.025157116	0.172082332
Dnah7a	41.01320921	-0.047666538	0.657195988	-0.072530172	0.942179995	0.980909591
Stk17b	130.648443	-0.488517227	0.36967522	-1.321476799	0.186342433	0.519475604
Hecw2	614.7218802	-0.2268519	0.197945687	-1.146031033	0.251782312	0.595814097
Mir7681	0	NA	NA	NA	NA	NA
Ccdc150	13.44087126	-2.005264313	1.324651934	-1.513804692	0.130075382	0.43101652
Gtf3c3	1141.659824	0.123247138	0.213754091	0.576583761	0.564220672	0.828200574
Pgap1	972.6811384	0.049076747	0.208538061	0.235337122	0.813947085	0.937442244
Ankrd44	439.1051305	-0.361803436	0.161731009	-2.237069052	0.025281827	0.172588354
Sf3b1	4803.092894	-0.133696507	0.093531853	-1.429422193	0.152882923	0.470170472
Coq10b	824.8511592	0.084530401	0.136205671	0.620608533	0.534857224	0.812299444
Hspd1	8084.788882	0.295840178	0.095660152	3.092616636	0.001984003	0.036845948
Hspe1	2892.096435	0.054064785	0.138011262	0.391741838	0.695248973	0.889828287
Mob4	3566.397491	0.148198552	0.078672118	1.883749354	0.059598887	0.284385589
Rftn2	416.2172695	-0.646311061	0.164252001	-3.934874809	8.32E-05	0.004443823
Mars2	235.5768842	0.059804506	0.239268044	0.249947736	0.802627766	0.931963567
Boll	0.832565939	-2.66859895	4.239634433	-0.629440814	0.529060505	NA
Plcl1	582.3449053	-0.13670493	0.170882528	-0.799993608	0.423714501	0.743350402
9130227L01Rik	0	NA	NA	NA	NA	NA
Hsfy2	0	NA	NA	NA	NA	NA
Satb2	23.73645304	1.136329139	0.859766446	1.321671885	0.186277435	0.519475604
9130024F11Rik	1.941297733	1.948601058	2.362543461	0.824789508	0.409491105	NA
BC055402	0.265792065	-0.223359371	4.279685594	-0.052190603	0.958376821	NA
4930558J18Rik	0.042659661	0.353708942	4.279685594	0.082648347	0.934131157	NA
1700066M21Rik	1426.989044	-0.027637835	0.134687471	-0.205199749	0.837416066	0.945861236
Tyw5	306.1328125	-0.005944762	0.177482102	-0.033494997	0.973279856	0.992787994
9430016H08Rik	523.475447	-0.153850672	0.167079554	-0.920822854	0.357142921	0.690856928
Spats2l	1084.382701	0.266664652	0.146741847	1.817236579	0.069180896	0.306688644
Kctd18	444.5635872	-0.033417358	0.166495286	-0.200710533	0.840924923	0.94694627
Sgol2	200.7538548	0.583453082	0.220385664	2.647418485	0.008110891	0.088436332
Aox1	1964.285064	-0.062571761	0.123010252	-0.508671107	0.610982778	0.854100177
Aox3	15.85708376	0.17731963	1.01754291	0.174262557	0.861659124	0.954503523
Aox4	206.7823083	-0.058493524	0.338420734	-0.172842612	0.862775141	0.954790664
Aox2	0.292968265	2.312198604	4.228205074	0.546851102	0.584481032	NA
Bzw1	5404.885861	0.1260422	0.100091853	1.259265328	0.207934512	0.546838048
Clk1	1173.608013	-1.273588188	0.193967664	-6.565981983	5.17E-11	1.37E-07
Ppil3	697.6691285	-0.01000653	0.185437192	-0.05396183	0.956965575	0.985985968
Nif3l1	957.1008293	0.371204033	0.143740029	2.582468047	0.009809645	0.098452788
Orc2	1036.252384	0.087916475	0.162851888	0.539855423	0.589296742	0.84247725
Fam126b	2920.500233	-0.161071527	0.134846886	-1.19447717	0.232291366	0.575566776
Ndufb3	3547.224844	0.033647341	0.172539653	0.195012224	0.845383378	0.948522651
Gm20257	26.28216438	-0.376185618	1.176582277	-0.319727422	0.74917497	0.913500382
Als2cr12	69.09456837	-0.493813572	0.475811501	-1.03783446	0.299347131	0.64255711
Cflar	1945.969091	-0.159427265	0.116976308	-1.362902187	0.17291334	0.500782396
Casp8	65.3241897	0.146258345	0.527878732	0.277068077	0.781727833	0.925909495
Trak2	3767.140878	-0.197208439	0.083251236	-2.368834962	0.017844214	0.140545277
Stradb	474.6297639	-0.099725625	0.180174027	-0.553496118	0.579923738	0.837411313
Als2cr11	5.017822744	-4.144147274	1.887890767	-2.195120261	0.028154972	0.183426701
Tmem237	1139.137448	0.045828033	0.146438449	0.31295082	0.754318027	0.916650992
Mpp4	15.72479804	-1.161435584	0.956795339	-1.213880897	0.224793209	0.566176666
Als2	1304.767303	0.068754951	0.148436495	0.463194386	0.64322504	0.867991605
Cdk15	1139.237087	0.133251539	0.213212834	0.624969595	0.531991013	0.811108368
Fzd7	523.3319431	-0.221439948	0.175578462	-1.261202229	0.207235996	0.546474128
Gm973	17.09284994	-1.498358018	0.80681698	-1.857122564	0.063293719	0.292080844
Sumo1	2022.034234	-0.053841461	0.157853353	-0.341085315	0.733039356	0.90657197
Nop58	709.0859792	0.249177499	0.159564955	1.561605418	0.118380972	0.410606402
Snord70	0.042659661	0.353708942	4.279685594	0.082648347	0.934131157	NA
Snord11	0.549859434	-0.223357697	4.279685594	-0.052190212	0.958377132	NA
Bmpr2	10194.2798	-0.110404946	0.106597416	-1.035718778	0.300333359	0.643189008
Fam117b	3104.872679	-0.043676062	0.088124763	-0.495616228	0.620165201	0.857512693
Ica1l	552.6463192	-0.02339774	0.2011598	-0.116314195	0.907403536	0.969576723
Wdr12	1390.646725	0.423490881	0.10254095	4.129968392	3.63E-05	0.002524304
Carf	307.3511795	-0.446313949	0.208817878	-2.137335908	0.03257068	0.19920428
Nbeal1	966.6578675	-0.465533112	0.296012107	-1.572682676	0.115792313	0.407229973
Cyp20a1	603.7150885	0.179748757	0.130679814	1.375489841	0.168979633	0.494970645
Abi2	3024.969656	-0.076403087	0.144794881	-0.527664282	0.597732368	0.846982083
Raph1	3671.441063	-0.166688412	0.139238359	-1.197144332	0.231250303	0.574032055
Cd28	5.801276713	1.592496017	1.837101354	0.866852563	0.386022798	0.714406755
Ctla4	2.623934897	-0.223357924	3.524719615	-0.06336899	NA	NA
Icos	0.397795541	0.271622639	4.209487792	0.064526292	0.948551173	NA
9530026F06Rik	0.959960373	3.71867738	3.837348923	0.969074602	0.332507969	NA
Pard3b	216.9974698	-1.006724014	0.243709421	-4.130837488	3.61E-05	0.002524304
Nrp2	1861.695309	-0.241907238	0.130598263	-1.852300577	0.063982673	0.29327187
4930487H11Rik	1.397410254	0.983299628	3.619789052	0.271645561	0.785894563	NA
Ino80d	1318.855065	-0.444035203	0.132284968	-3.356656532	0.00078891	0.020382755
Ino80dos	101.5414075	-0.001101962	0.333301171	-0.003306204	0.997362036	0.998829464
Ndufs1	4803.035325	0.386087061	0.11938127	3.234067292	0.001220407	0.02686869
Eef1b2	7408.018894	-0.038408025	0.132975312	-0.288835762	0.772707064	0.924015767
Snora41	1.225698406	0.762123755	3.98537184	0.191230275	0.848345185	NA
Gpr1	17.56934854	-1.699125385	1.002177567	-1.695433464	0.089993222	0.353758722
Zdbf2	94.68022869	-0.939693343	0.361027654	-2.602829261	0.009245799	0.095744034
Adam23	18041.04133	0.088106028	0.107299813	0.821120057	0.411577887	0.735214473
Dytn	26.09978859	-0.096339148	0.709003567	-0.135879637	0.891916433	0.965086756
Mdh1b	25.20333673	-0.502441731	0.944509047	-0.53196074	0.594753187	0.845357384
Fastkd2	633.1810259	0.176163501	0.159109567	1.107183584	0.268214564	0.611349345
4933402D24Rik	35.82761071	0.013768314	0.768991947	0.017904367	0.985715146	0.995649701
Gm13749	17.91370701	-0.528093216	0.869225019	-0.607544887	0.543489363	0.817611404
Mir1958	0.294987184	2.751051083	4.215959254	0.652532654	0.514057614	NA
Klf7	1603.006361	-0.541077065	0.177570685	-3.047108063	0.002310546	0.040535449
Mir6899	3.349182595	-6.223369414	4.20142706	-1.481251328	NA	NA
