"","Annot","Term","Annotated","Significant","Pvalue","Padj","GeneID"
"GO:0043067","GO:0043067","regulation of programmed cell death",1567,36,1.29837738957833e-13,3.92639235207311e-11,"Steap3,Rassf5,Grik2,Pttg1ip,Spop,Phb,Ormdl3,Slc9a3r1,Hsp90aa1,Ntrk2,Prkcd,Adamts20,Nr4a1,Trap1,Sdf2l1,Cdkn1a,Hspa1b,Hsp90ab1,Ecscr,Lrp5,Dock8,Nr4a2,Itgav,Sort1,Sigmar1,Slit2,Card11,Hsph1,Tgfa,Ret,Ccnd2,Mag,Ldha,Aars,Egln1,Rbm5"
"GO:0048523","GO:0048523","negative regulation of cellular process",5030,67,1.33399513660468e-13,3.92639235207311e-11,"Trak2,Pid1,Rassf5,Sox13,Grik2,Tet1,Pttg1ip,Pfkl,2610008E11Rik,Cnot6,Atp1b2,Unc119,Itga3,Spop,Phb,Ormdl3,Slc9a3r1,Itgb1bp1,Lamb1,Fbln5,Clmn,Ntrk2,Prkcd,Sh3bp5,Hnrnpc,Npr3,H1f0,Rangap1,Adamts20,Arid2,Nr4a1,Slx4,Trap1,Cdkn1a,Hspa1b,Hsp90ab1,Syt4,Spry4,Lrp5,Dock8,Nr4a2,Itgav,Mapkbp1,Sema4a,Cers2,Sort1,Foxd3,Cldn19,Mfsd2a,Slit2,Smurf1,Pan3,Hsph1,Tgfa,Ccnd2,Cadm4,Mag,Zfp536,Pde2a,Aars,Egln1,Fez1,Ncam1,Rdx,Dag1,Plxnb3,Itm2a"
"GO:0048869","GO:0048869","cellular developmental process",4555,63,2.05132147993686e-13,5.57328266702844e-11,"Trak2,Pid1,Efhd1,Nfasc,Sox13,Lbr,Tet1,Dbnl,Sh3pxd2b,Atp1b2,Itga3,Slc9a3r1,Itgb1bp1,Mboat2,Lamb1,Clmn,Hsp90aa1,Ntrk2,Hexb,Prkcd,Wdfy2,Adamts20,Nr4a1,Tead3,Cdkn1a,Hspa1b,Hsp90ab1,Syt4,Ecscr,Spry4,Hsd17b4,Sh3tc2,Lrp5,Nr4a2,Gorasp2,Itgav,Shc4,Arhgef26,Sema4a,Cers2,Bcl9,Sort1,Celsr2,Foxd3,Mfsd2a,Kazn,Slit2,Card11,Smurf1,Ret,Prx,Mag,Zfp536,Pde2a,Sorbs2,Myo9b,Fez1,Ncam1,Rdx,Gldn,Dag1,Plxnb3,Itm2a"
"GO:0065007","GO:0065007","biological regulation",12995,116,2.41560057233462e-13,6.09421515820419e-11,"Trak2,Pid1,Psmd1,Efhd1,Steap3,Rassf5,Sox13,Grik2,Chst3,Tet1,Pttg1ip,Pfkl,2610008E11Rik,Hsp90b1,Dbnl,Sh3pxd2b,Cnot6,Snap47,Atp1b2,Unc119,Itga3,Spop,Phb,Ormdl3,Slc9a3r1,Gaa,Itgb1bp1,Mboat2,Lamb1,Fbln5,Clmn,Hsp90aa1,Klf6,Ntrk2,Slc9a3,Hexb,Prkcd,Stab1,Sh3bp5,Hnrnpc,Wdfy2,Ndfip2,Npr3,Cpq,H1f0,Rangap1,Zc3h7b,Adamts20,Arid2,Nr4a1,Slx4,Trap1,Sdf2l1,Igf2bp2,Tead3,Cdkn1a,Hspa1b,Hsp90ab1,Syt4,Ecscr,Spry4,Hsd17b4,Sh3tc2,Lrp5,Dock8,Mvb12b,Nr4a2,Itgav,Mapkbp1,Shc4,Arhgef26,Sema4a,Cers2,Bcl9,Sort1,Celsr2,Sigmar1,Frmpd1,Foxd3,Elovl1,Cldn19,Mfsd2a,Slit2,Hnrnpdl,Zfp664,Card11,Smurf1,Pan3,Hsph1,Snd1,Tgfa,Ret,Ccnd2,Cadm4,Prx,Mag,Zfp536,Plekha4,Ldha,Pde2a,Sorbs2,Myo9b,Nfat5,Aars,Slc7a5,Egln1,Fez1,Ncam1,Rdx,Rab8b,Rbm5,Dag1,Gria3,Plxnb3,Itm2a,Brwd3"
"GO:0071840","GO:0071840","cellular component organization or biogenesis",6226,75,3.33032177943976e-13,7.84179768332083e-11,"Gulp1,Trak2,Pid1,Efhd1,Steap3,Nfasc,Tet1,Hsp90b1,Dbnl,Sh3pxd2b,Cnot6,Snap47,Atp1b2,Unc119,Itga3,Phb,Ormdl3,Kif19a,Slc9a3r1,Gaa,Itgb1bp1,Lamb1,Fbln5,Clmn,Hsp90aa1,Ntrk2,Hexb,Prkcd,H1f0,Adamts20,Arid2,Slx4,Cdkn1a,Hspa1b,Hsp90ab1,Syt4,Sh3tc2,Lrp5,Aif1l,Nr4a2,Gorasp2,Itgav,Arhgef26,Sema4a,Cers2,Sort1,Celsr2,Sigmar1,Cldn19,Mfsd2a,Slit2,Card11,Smurf1,Pan3,Hsph1,Tgfa,Ret,Mfap5,Ttyh1,Prx,Mag,Pde2a,Plekha7,Sorbs2,Myo9b,Egln1,Fez1,Ncam1,Rdx,Gldn,Rab8b,Rbm5,Dag1,Plxnb3,Brwd3"
"GO:0051179","GO:0051179","localization",6260,75,4.44891279634706e-13,9.82097499793613e-11,"Gulp1,Trak2,Pid1,Steap3,Rassf5,Nfasc,Grik2,Chst3,Pttg1ip,Pfkl,Dbnl,Sh3pxd2b,Snap47,Atp1b2,Unc119,Itga3,Ormdl3,Slc9a3r1,Gaa,Itgb1bp1,Lamb1,Fbln5,Clmn,Hsp90aa1,Ntrk2,Slc9a3,Hexb,Prkcd,Ndfip2,Npr3,Mal2,Rangap1,Arid2,Nr4a1,Igf2bp2,Cdkn1a,Hspa1b,Hsp90ab1,Syt4,Sh3tc2,Lrp5,Dock8,Mvb12b,Nr4a2,Gorasp2,Itgav,Slc43a3,Sema4a,Cers2,Sort1,Celsr2,Snx7,Syde2,Sigmar1,Frmpd1,Cldn19,Mfsd2a,Slit2,Smurf1,Pan3,Hsph1,Ret,Ttyh1,Cadm4,Slc20a2,Sorbs2,Myo9b,Slc7a5,Fez1,Ncam1,Rdx,Rab8b,Dag1,Gria3,Plxnb3"
"GO:0050789","GO:0050789","regulation of biological process",12368,112,5.72427267628967e-13,1.18930182897971e-10,"Trak2,Pid1,Psmd1,Efhd1,Steap3,Rassf5,Sox13,Grik2,Chst3,Tet1,Pttg1ip,Pfkl,2610008E11Rik,Hsp90b1,Dbnl,Sh3pxd2b,Cnot6,Snap47,Atp1b2,Unc119,Itga3,Spop,Phb,Ormdl3,Slc9a3r1,Gaa,Itgb1bp1,Mboat2,Lamb1,Fbln5,Clmn,Hsp90aa1,Klf6,Ntrk2,Slc9a3,Hexb,Prkcd,Stab1,Sh3bp5,Hnrnpc,Wdfy2,Ndfip2,Npr3,H1f0,Rangap1,Zc3h7b,Adamts20,Arid2,Nr4a1,Slx4,Trap1,Sdf2l1,Igf2bp2,Tead3,Cdkn1a,Hspa1b,Hsp90ab1,Syt4,Ecscr,Spry4,Sh3tc2,Lrp5,Dock8,Mvb12b,Nr4a2,Itgav,Mapkbp1,Shc4,Sema4a,Cers2,Bcl9,Sort1,Celsr2,Sigmar1,Frmpd1,Foxd3,Cldn19,Mfsd2a,Slit2,Hnrnpdl,Zfp664,Card11,Smurf1,Pan3,Hsph1,Snd1,Tgfa,Ret,Ccnd2,Cadm4,Prx,Mag,Zfp536,Plekha4,Ldha,Pde2a,Sorbs2,Myo9b,Nfat5,Aars,Slc7a5,Egln1,Fez1,Ncam1,Rdx,Rab8b,Rbm5,Dag1,Gria3,Plxnb3,Itm2a,Brwd3"
"GO:0016043","GO:0016043","cellular component organization",6031,73,7.06583560718459e-13,1.38647396469867e-10,"Gulp1,Trak2,Pid1,Efhd1,Nfasc,Tet1,Hsp90b1,Dbnl,Sh3pxd2b,Cnot6,Snap47,Atp1b2,Unc119,Itga3,Phb,Kif19a,Slc9a3r1,Gaa,Itgb1bp1,Lamb1,Fbln5,Clmn,Hsp90aa1,Ntrk2,Hexb,Prkcd,H1f0,Adamts20,Arid2,Slx4,Cdkn1a,Hspa1b,Hsp90ab1,Syt4,Sh3tc2,Lrp5,Aif1l,Nr4a2,Gorasp2,Itgav,Arhgef26,Sema4a,Cers2,Sort1,Celsr2,Sigmar1,Cldn19,Mfsd2a,Slit2,Card11,Smurf1,Pan3,Hsph1,Tgfa,Ret,Mfap5,Ttyh1,Prx,Mag,Pde2a,Plekha7,Sorbs2,Myo9b,Egln1,Fez1,Ncam1,Rdx,Gldn,Rab8b,Rbm5,Dag1,Plxnb3,Brwd3"
"GO:0030030","GO:0030030","cell projection organization",1677,36,9.5468127300814e-13,1.77470224013934e-10,"Trak2,Efhd1,Nfasc,Tet1,Dbnl,Atp1b2,Itga3,Kif19a,Slc9a3r1,Lamb1,Clmn,Hsp90aa1,Ntrk2,Prkcd,Hsp90ab1,Syt4,Aif1l,Nr4a2,Arhgef26,Sema4a,Cers2,Celsr2,Mfsd2a,Slit2,Smurf1,Ret,Ttyh1,Mag,Myo9b,Fez1,Ncam1,Rdx,Gldn,Rab8b,Dag1,Plxnb3"
"GO:0006915","GO:0006915","apoptotic process",1911,38,1.98883233818113e-12,3.51227790922787e-10,"Gulp1,Steap3,Rassf5,Grik2,Pttg1ip,Spop,Phb,Ormdl3,Slc9a3r1,Hsp90aa1,Ntrk2,Prkcd,Adamts20,Nr4a1,Trap1,Sdf2l1,Cdkn1a,Hspa1b,Hsp90ab1,Ecscr,Lrp5,Dock8,Nr4a2,Itgav,Shc4,Sort1,Sigmar1,Slit2,Card11,Hsph1,Tgfa,Ret,Ccnd2,Mag,Ldha,Aars,Egln1,Rbm5"
"GO:0120036","GO:0120036","plasma membrane bounded cell projection organization",1630,35,2.09674537159453e-12,3.52652602498661e-10,"Trak2,Efhd1,Nfasc,Tet1,Dbnl,Atp1b2,Itga3,Kif19a,Slc9a3r1,Lamb1,Clmn,Hsp90aa1,Ntrk2,Prkcd,Hsp90ab1,Syt4,Aif1l,Nr4a2,Arhgef26,Sema4a,Cers2,Celsr2,Mfsd2a,Slit2,Smurf1,Ret,Ttyh1,Mag,Myo9b,Fez1,Ncam1,Rdx,Gldn,Dag1,Plxnb3"
"GO:0009653","GO:0009653","anatomical structure morphogenesis",2872,47,2.65248643355319e-12,4.25844640150449e-10,"Trak2,Pid1,Nfasc,Tet1,Dbnl,Sh3pxd2b,Slc9a3r1,Gaa,Itgb1bp1,Lamb1,Fbln5,Hsp90aa1,Ntrk2,Hexb,Stab1,Arid2,Nr4a1,Hsp90ab1,Syt4,Ecscr,Spry4,Lrp5,Nr4a2,Itgav,Frem2,Arhgef26,Sema4a,Celsr2,Frem1,Foxd3,Mfsd2a,Slit2,Smurf1,Tgfa,Ret,Mfap5,Prx,Mag,Plekha4,Myo9b,Egln1,Fez1,Ncam1,Rdx,Dag1,Plxnb3,Brwd3"
"GO:0000902","GO:0000902","cell morphogenesis",1135,29,3.56346971143892e-12,5.47225000904446e-10,"Trak2,Nfasc,Tet1,Dbnl,Slc9a3r1,Itgb1bp1,Lamb1,Hsp90aa1,Ntrk2,Hexb,Hsp90ab1,Syt4,Spry4,Nr4a2,Itgav,Arhgef26,Sema4a,Celsr2,Mfsd2a,Slit2,Smurf1,Ret,Mag,Myo9b,Ncam1,Rdx,Dag1,Plxnb3,Brwd3"
"GO:0048522","GO:0048522","positive regulation of cellular process",5947,71,3.74920200560912e-12,5.51757561825475e-10,"Pid1,Steap3,Rassf5,Sox13,Grik2,Chst3,Tet1,Pttg1ip,Dbnl,Sh3pxd2b,Cnot6,Snap47,Atp1b2,Unc119,Itga3,Spop,Phb,Ormdl3,Slc9a3r1,Itgb1bp1,Lamb1,Fbln5,Hsp90aa1,Klf6,Ntrk2,Hexb,Prkcd,Wdfy2,Ndfip2,Adamts20,Arid2,Nr4a1,Slx4,Tead3,Cdkn1a,Hspa1b,Hsp90ab1,Syt4,Ecscr,Lrp5,Dock8,Nr4a2,Itgav,Mapkbp1,Shc4,Sema4a,Bcl9,Sort1,Foxd3,Cldn19,Mfsd2a,Slit2,Card11,Smurf1,Pan3,Hsph1,Tgfa,Ret,Ccnd2,Mag,Plekha4,Ldha,Nfat5,Egln1,Fez1,Ncam1,Rdx,Rab8b,Rbm5,Dag1,Plxnb3"
"GO:0008219","GO:0008219","cell death",2155,40,3.92588471906911e-12,5.54648993110084e-10,"Gulp1,Steap3,Rassf5,Grik2,Pttg1ip,Spop,Phb,Ormdl3,Slc9a3r1,Hsp90aa1,Ntrk2,Prkcd,Adamts20,Nr4a1,Trap1,Sdf2l1,Cdkn1a,Hspa1b,Hsp90ab1,Ecscr,Lrp5,Dock8,Nr4a2,Itgav,Shc4,Sort1,Sigmar1,Slit2,Card11,Hsph1,Tgfa,Ret,Ccnd2,Mag,Ldha,Pde2a,Aars,Egln1,Ncam1,Rbm5"
"GO:0012501","GO:0012501","programmed cell death",1975,38,5.34840521725026e-12,7.26560277974151e-10,"Gulp1,Steap3,Rassf5,Grik2,Pttg1ip,Spop,Phb,Ormdl3,Slc9a3r1,Hsp90aa1,Ntrk2,Prkcd,Adamts20,Nr4a1,Trap1,Sdf2l1,Cdkn1a,Hspa1b,Hsp90ab1,Ecscr,Lrp5,Dock8,Nr4a2,Itgav,Shc4,Sort1,Sigmar1,Slit2,Card11,Hsph1,Tgfa,Ret,Ccnd2,Mag,Ldha,Aars,Egln1,Rbm5"
"GO:0051171","GO:0051171","regulation of nitrogen compound metabolic process",5447,67,6.02352805209954e-12,7.87966706667244e-10,"Trak2,Pid1,Psmd1,Rassf5,Sox13,Tet1,Pttg1ip,2610008E11Rik,Hsp90b1,Cnot6,Unc119,Spop,Phb,Ormdl3,Slc9a3r1,Itgb1bp1,Fbln5,Hsp90aa1,Klf6,Ntrk2,Hexb,Prkcd,Sh3bp5,Hnrnpc,Wdfy2,Ndfip2,H1f0,Arid2,Nr4a1,Slx4,Trap1,Igf2bp2,Tead3,Cdkn1a,Hspa1b,Hsp90ab1,Ecscr,Spry4,Lrp5,Nr4a2,Itgav,Bcl9,Celsr2,Foxd3,Cldn19,Mfsd2a,Slit2,Zfp664,Card11,Smurf1,Pan3,Hsph1,Tgfa,Ret,Ccnd2,Cadm4,Prx,Zfp536,Pde2a,Nfat5,Aars,Egln1,Rdx,Rbm5,Dag1,Itm2a,Brwd3"
"GO:0007155","GO:0007155","cell adhesion",1438,32,8.76205661888556e-12,1.10527085635371e-09,"Nfasc,Sox13,Atp1b2,Itga3,Lgals3bp,Itgb1bp1,Lamb1,Fbln5,Hsp90aa1,Prkcd,Stab1,Spry4,Dock8,Itgav,Frem2,Celsr2,Frem1,Cldn19,Slit2,Card11,Hsph1,Ret,Ttyh1,Cadm4,Mag,Plekha7,Nfat5,Ncam1,Rdx,Gldn,Dag1,Plxnb3"
"GO:0080090","GO:0080090","regulation of primary metabolic process",5639,68,9.52289766783065e-12,1.15982326078544e-09,"Trak2,Pid1,Psmd1,Rassf5,Sox13,Tet1,Pttg1ip,2610008E11Rik,Hsp90b1,Cnot6,Unc119,Spop,Phb,Ormdl3,Slc9a3r1,Itgb1bp1,Fbln5,Hsp90aa1,Klf6,Ntrk2,Hexb,Prkcd,Sh3bp5,Hnrnpc,Wdfy2,Ndfip2,H1f0,Arid2,Nr4a1,Slx4,Trap1,Igf2bp2,Tead3,Cdkn1a,Hspa1b,Hsp90ab1,Ecscr,Spry4,Lrp5,Nr4a2,Itgav,Cers2,Bcl9,Celsr2,Foxd3,Cldn19,Mfsd2a,Slit2,Zfp664,Card11,Smurf1,Pan3,Hsph1,Tgfa,Ret,Ccnd2,Cadm4,Prx,Zfp536,Pde2a,Nfat5,Aars,Egln1,Rdx,Rbm5,Dag1,Itm2a,Brwd3"
"GO:0030154","GO:0030154","cell differentiation",4446,59,1.06434961459574e-11,1.25309427958405e-09,"Trak2,Efhd1,Nfasc,Sox13,Lbr,Tet1,Dbnl,Sh3pxd2b,Atp1b2,Itga3,Slc9a3r1,Itgb1bp1,Mboat2,Lamb1,Clmn,Hsp90aa1,Ntrk2,Hexb,Wdfy2,Adamts20,Nr4a1,Tead3,Hspa1b,Hsp90ab1,Syt4,Ecscr,Spry4,Hsd17b4,Sh3tc2,Lrp5,Nr4a2,Gorasp2,Itgav,Shc4,Arhgef26,Sema4a,Cers2,Bcl9,Sort1,Celsr2,Foxd3,Mfsd2a,Kazn,Slit2,Card11,Smurf1,Ret,Prx,Mag,Zfp536,Pde2a,Sorbs2,Fez1,Ncam1,Rdx,Gldn,Dag1,Plxnb3,Itm2a"
"GO:0007399","GO:0007399","nervous system development",2474,42,1.749842545532e-11,1.99369157123195e-09,"Trak2,Efhd1,Nfasc,Sox13,Tet1,Gal3st1,Dbnl,Atp1b2,Unc119,Itga3,Ormdl3,Slc9a3r1,Lamb1,Clmn,Hsp90aa1,Ntrk2,Hexb,Mal2,Igf2bp2,Tead3,Hspa1b,Hsp90ab1,Syt4,Sh3tc2,Nr4a2,Sema4a,Cers2,Celsr2,Sigmar1,Mfsd2a,Slit2,Smurf1,Ret,Prx,Mag,Zfp536,Aars,Fez1,Ncam1,Gldn,Dag1,Plxnb3"
