"","Annot","Term","Annotated","Significant","Pvalue","Padj","GeneID"
"04146","04146","Peroxisome",86,17,0.000155946583073869,0.00316220908542519,"Idh1,Pex13,Nos2,Acox1,Abcd4,Dhrs4,Ephx2,Sod2,Prdx5,Agps,Pex16,Acot8,Pex5l,Pmvk,Scp2,Prdx1,Acsl1"
"05415","05415","Diabetic cardiomyopathy",211,31,0.000173466094194224,0.00316220908542519,"Mpc2,Ndufs2,Uqcr11,Atp5b,Camk2b,Uqcrq,Camk2g,Vdac2,Ndufb9,Rac2,Mapk11,Atp5a1,Cox8a,Atp5g3,Plcb1,Plcb4,Mmp9,Ndufb5,Sdhb,Cd36,Ndufa4,Cox6b1,Ctsd,Cox4i1,Cyba,Cox5a,Cox7a2,Pik3cb,Uqcrc1,Cybb,G6pdx"
"04625","04625","C-type lectin receptor signaling pathway",112,20,0.000184530767651265,0.00316220908542519,"Fcer1g,Stat2,Il23a,Syk,Il17d,Ppp3cc,Mapk11,Itpr3,Jun,Clec4d,Clec7a,Kras,Mapk3,Pycard,Lsp1,Cd209a,Casp1,Pik3cb,Mras,Ikbkg"
"04725","04725","Cholinergic synapse",112,20,0.000184530767651265,0.00316220908542519,"Creb1,Fyn,Camk2b,Pik3r5,Pik3r6,Adcy3,Gng2,Camk2g,Itpr3,Slc5a7,Plcb1,Plcb4,Gng5,Gnai1,Ache,Kras,Kcnj14,Mapk3,Cacna1a,Pik3cb"
"04714","04714","Thermogenesis",231,33,0.000186012299142658,0.00316220908542519,"Coa5,Creb1,Ndufs2,Map3k5,Uqcr11,Atp5b,Uqcrq,Adcy3,Ndufb9,Mapk11,Atp5a1,Cox8a,Tsc1,Atp5g3,Ndufaf1,Ndufb5,Prkab2,Sdhb,Prdm16,Cox19,Actb,Ndufa4,Mgll,Kras,Cox6b1,Acsl1,Cox4i1,Atp5l,Cox5a,Cox7a2,Slc25a20,Uqcrc1,Rps6ka3"
"05208","05208","Chemical carcinogenesis - reactive oxygen species",222,32,0.000196231602680149,0.00316914038328441,"Ndufs2,Map3k5,Foxo3,Uqcr11,Atp5b,Uqcrq,Vdac2,Ephx2,Ndufb9,Mapk11,Sod2,Atp5a1,Cox8a,Gsto1,Atp5g3,Ndufb5,Arnt,Gstm2,Jun,Sdhb,Ndufa4,Mgst1,Kras,Cox6b1,Mapk3,Cox4i1,Cyba,Cox5a,Cox7a2,Pik3cb,Uqcrc1,Ikbkg"
"05012","05012","Parkinson disease",264,36,0.000247207786429366,0.00380229119127072,"Ndufs2,Map3k5,Uqcr11,Atp5b,Camk2b,Uqcrq,Psmb6,Eif2s1,Klc1,Camk2g,Vdac2,Psmb5,Ndufb9,Txn2,Tuba1b,Itpr3,Tubb4a,Atp5a1,Cox8a,Kif5c,Atp5g3,Bcl2l1,Psma7,Ndufb5,Psmd4,Sdhb,Gnai1,Ndufa4,Psmd8,Cox6b1,Cox4i1,Psma4,Cox5a,Cox7a2,Uqcrc1,Uba1"
"04611","04611","Platelet activation",125,21,0.000309660047664827,0.00454637251798814,"Fcgr3,Fcer1g,Fyn,Tbxa2r,Lcp2,Pik3r5,Pik3r6,Adcy3,Syk,Mapk11,Itpr3,Fermt3,Plcb1,Plcb4,Gnai1,Actb,Tbxas1,Vwf,Vasp,Mapk3,Pik3cb"
"04360","04360","Axon guidance",181,27,0.000349411310179041,0.00490695013860132,"Sema4c,Fyn,Camk2b,Unc5a,Camk2g,Wnt5a,Fzd3,Dpysl2,Ppp3cc,Rac2,Pard6g,Sema4g,Sema6d,Pard6b,Bmp7,Sema6c,Ephb2,Gnai1,Shh,Epha5,Ssh1,Kras,Fes,Mapk3,Sema7a,Pik3cb,Plxnb1"
"05133","05133","Pertussis",77,15,0.000442576554694073,0.00586905663983699,"Itgb2,Il23a,Nos2,Mapk11,Cd14,Jun,C1qb,C1qc,C1qa,Gnai1,Mapk3,Pycard,Itgam,Irf8,Casp1"
"04932","04932","Non-alcoholic fatty liver disease",156,24,0.000463531988389053,0.00586905663983699,"Ndufs2,Map3k5,Uqcr11,Uqcrq,Srebf1,Eif2s1,Ndufb9,Mapk11,Cox8a,Nr1h3,Ndufb5,Il6ra,Prkab2,Jun,Sdhb,Ndufa4,Lep,Tnfrsf1a,Cox6b1,Cox4i1,Cox5a,Cox7a2,Pik3cb,Uqcrc1"
"04640","04640","Hematopoietic cell lineage",94,17,0.000472431803825888,0.00586905663983699,"Cd34,H2-Ab1,H2-Aa,H2-Eb1,Cd14,Csf1r,Csf2ra,Itga6,Cd44,Il6ra,Il11ra1,Cd36,Cd9,Cd37,Anpep,Il4ra,Itgam"
"05142","05142","Chagas disease",103,18,0.000501471745541599,0.00589940644049368,"Nos2,Ccl2,Ccl3,Mapk11,Plcb1,Plcb4,Jun,C1qb,C1qc,C1qa,Gnai1,Serpine1,Tnfrsf1a,Mapk3,Calr,Ppp2r1b,Pik3cb,Ikbkg"
"05140","05140","Leishmaniasis",70,14,0.000514937289596684,0.00589940644049368,"Fcgr3,Itgb2,Nos2,Mapk11,H2-Ab1,H2-Aa,H2-Eb1,Jun,Jak1,Nfkbib,Mapk3,Itgam,Cyba,Cybb"
"05205","05205","Proteoglycans in cancer",205,29,0.000529668070508721,0.00589940644049368,"Fzd5,Ank3,Igf1,Erbb3,Camk2b,Erbb2,Twist1,Ctsl,Flnb,Camk2g,Wnt5a,Fzd3,Mapk11,Hcls1,Itpr3,Cd44,Thbs1,Mmp9,Vav3,Ank2,Shh,Pxn,Actb,Kras,Igf1r,Mapk3,Pik3cb,Mras,Gpc3"
"05417","05417","Lipid and atherosclerosis",216,30,0.000584561663826368,0.00629378058053056,"Hspd1,Map3k5,Camk2b,Hspa4,Ccl2,Ccl3,Eif2s1,Camk2g,Ppp3cc,Mapk11,Sod2,Cd14,Vldlr,Plcb1,Plcb4,Bcl2l1,Mmp9,Vav3,Abca1,Jun,Cd36,Tnfrsf1a,Kras,Mapk3,Pycard,Cyba,Casp1,Pik3cb,Cybb,Ikbkg"
"04662","04662","B cell receptor signaling pathway",81,15,0.000774795944100745,0.00807287386917874,"Fcgr2b,Syk,Ppp3cc,Rac2,Blnk,Pik3ap1,Vav3,Jun,Kras,Pirb,Lilra5,Nfkbib,Mapk3,Pik3cb,Ikbkg"
"04612","04612","Antigen processing and presentation",90,16,0.000834545672833891,0.00822182344597979,"Creb1,Hspa4,Psme3,Lgmn,Ctsl,Ctsb,H2-K1,H2-Ab1,H2-Aa,H2-Eb1,H2-D1,Cd74,Pdia3,B2m,Ctss,Calr"
"04510","04510","Focal adhesion",201,28,0.000840000537824561,0.00822182344597979,"Col6a3,Capn2,Lama2,Fyn,Col6a2,Pip5k1c,Igf1,Erbb2,Flnb,Rac2,Col2a1,Ccnd3,Pdgfrb,Itga6,Thbs1,Vav3,Jun,Pxn,Pdgfa,Actb,Vwf,Vasp,Igf1r,Parva,Mapk3,Itga11,Pik3cb,Xiap"
"04015","04015","Rap1 signaling pathway",214,29,0.00106767191333302,0.0100302894423259,"Itgb2,Igf1,Lcp2,Pfn1,Adcy3,Fyb,Rac2,Mapk11,Rapgef3,Fgf1,Pdgfrb,Csf1r,Pard6g,Ctnnd1,Thbs1,Plcb1,Plcb4,Pard6b,Vav3,Gnai1,Pdgfa,Actb,Kras,Vasp,Igf1r,Mapk3,Itgam,Pik3cb,Mras"
"04151","04151","PI3K-Akt signaling pathway",359,43,0.00108687346898268,0.0100302894423259,"Creb1,Col6a3,Ppp2r5a,Lama2,Foxo3,Col6a2,Igf1,Erbb3,Pik3r5,Pik3r6,Erbb2,Syk,Gng2,Col2a1,Ifnar2,Ccnd3,Fgf1,Pdgfrb,Csf1r,Pik3ap1,Tsc1,Itga6,Thbs1,Bcl2l1,Ywhab,Il6ra,Them4,Gng5,Jak1,Ywhag,Pdgfa,Vwf,Cdkn1b,Kras,Igf1r,Il4ra,Mapk3,Jak3,Phlpp2,Ppp2r1b,Itga11,Pik3cb,Ikbkg"
"05145","05145","Toxoplasmosis",110,18,0.0011184494469859,0.0100349769826791,"Lama2,Pik3r5,Pik3r6,Nos2,Mapk11,H2-Ab1,H2-Aa,H2-Eb1,Itga6,Bcl2l1,Jak1,Gnai1,Tnfrsf1a,Nfkbib,Mapk3,Il10ra,Xiap,Ikbkg"
"00640","00640","Propanoate metabolism",31,8,0.00148206351527406,0.0129380139306357,"Echdc1,Acox1,Dld,Sucla2,Acss1,Hadha,Acads,Suclg2"
"04066","04066","HIF-1 signaling pathway",114,18,0.00170100738854215,0.0138322045202917,"Igf1,Camk2b,Aldoc,Nos2,Erbb2,Pfkp,Hk3,Camk2g,Pfkfb3,Il6ra,Arnt,Serpine1,Hk2,Cdkn1b,Igf1r,Mapk3,Pik3cb,Cybb"
"04659","04659","Th17 cell differentiation",105,17,0.00171282969765549,0.0138322045202917,"Il23a,Ppp3cc,Mapk11,Il1rap,Runx1,H2-Ab1,H2-Aa,H2-Eb1,Prkcq,Il6ra,Jun,Jak1,Nfkbib,Il4ra,Mapk3,Jak3,Ikbkg"
"01212","01212","Fatty acid metabolism",62,12,0.00171296650406089,0.0138322045202917,"Acadl,Acadvl,Acox1,Elovl7,Scd1,Acadm,Scp2,Hadha,Hadhb,Acads,Acsl1,Acat1"
"04071","04071","Sphingolipid signaling pathway",124,19,0.00183904072036333,0.0144880525043258,"Adora1,Fcer1g,Ppp2r5a,Map3k5,Fyn,Sptlc2,Rac2,Mapk11,Sgms1,Plcb1,Plcb4,Gnai1,Tnfrsf1a,Kras,Mapk3,Ctsd,Cers4,Ppp2r1b,Pik3cb"
"00480","00480","Glutathione metabolism",72,13,0.00216237458357141,0.0166296902498468,"Idh1,Prdx6,Ggt5,Odc1,Gstp1,Gsto1,Gstm2,Pgd,Hpgds,Mgst1,Anpep,Gpx1,G6pdx"
"04670","04670","Leukocyte transendothelial migration",118,18,0.00252134276214912,0.0189393886552132,"Itgb2,Ptk2b,Rac2,Mapk11,Rapgef3,Ctnnd1,Mmp9,Vav3,Gnai1,Pxn,Actb,Vasp,Itgam,Cyba,Jam3,Thy1,Pik3cb,Cybb"
"04072","04072","Phospholipase D signaling pathway",149,21,0.00311654266607107,0.0228782563895672,"Dnm3,Fcer1g,Fyn,Pip5k1c,Pik3r5,Pik3r6,Adcy3,Syk,Ptk2b,Rapgef3,Pdgfrb,Agpat2,Tsc1,Plcb1,Plcb4,Ptgfr,Pdgfa,Kras,Mapk3,Pik3cb,Mras"
"04810","04810","Regulation of actin cytoskeleton",220,28,0.00329328388424273,0.0236384598802311,"Abi2,Itgb2,Pip5k1c,Pfn1,Git1,Baiap2,Spata13,Myh9,Rac2,Nckap1l,Fgf1,Pdgfrb,Pip4k2a,Itga6,Vav3,Ssh1,Pxn,Pdgfa,Actb,Wasl,Kras,Mapk3,Itgam,Itgax,Itgad,Itga11,Pik3cb,Mras"
"04936","04936","Alcoholic liver disease",141,20,0.00358850555663128,0.0251975498867805,"Map3k5,Foxo3,Srebf1,Acadvl,Acox1,Lpin1,Mapk11,Tra2b,Cd14,Scd1,Tcf7l2,Prkab2,Acadm,C1qb,C1qc,C1qa,C3ar1,Tnfrsf1a,C5ar1,Ikbkg"
"04061","04061","Viral protein interaction with cytokine and cytokine receptor",95,15,0.0040034598053866,0.0275131386625505,"Ccl2,Ccl7,Ccl11,Ccl8,Ccl9,Ccl6,Ccl3,Csf1r,Il6ra,Tnfrsf1b,Pf4,Tnfrsf1a,Il34,Il10ra,Ccr2"
"00071","00071","Fatty acid degradation",52,10,0.00426843595826036,0.0283740289511647,"Acadl,Acadvl,Acox1,Eci1,Acadm,Hadha,Hadhb,Acads,Acsl1,Acat1"
"05230","05230","Central carbon metabolism in cancer",69,12,0.00434702407063358,0.0283740289511647,"Idh1,Erbb2,Pfkp,Hk3,Pdgfrb,Pgam1,Hk2,Kras,Ntrk3,Mapk3,Pik3cb,G6pdx"
"05163","05163","Human cytomegalovirus infection",256,31,0.00439226454352394,0.0283740289511647,"Creb1,Ccl2,Ccl3,Adcy3,Gng2,Ptk2b,Ppp3cc,Ptger4,Rac2,Mapk11,Itpr3,H2-K1,H2-D1,Tsc1,Pdia3,B2m,Plcb1,Plcb4,Il6ra,Gng5,Ptger3,Jak1,Gnai1,Pxn,Tnfrsf1a,Kras,Mapk3,Calr,Il10ra,Pik3cb,Ikbkg"
"00190","00190","Oxidative phosphorylation",135,19,0.00487309803960452,0.0304425375236819,"Ndufs2,Uqcr11,Atp5b,Uqcrq,Ndufb9,Atp5a1,Cox8a,Atp5g3,Ndufb5,Atp6v0d2,Sdhb,Ndufa4,Cox6b1,Atp6v1b2,Cox4i1,Atp5l,Cox5a,Cox7a2,Uqcrc1"
"04658","04658","Th1 and Th2 cell differentiation",88,14,0.00498280050850875,0.0304425375236819,"Ppp3cc,Mapk11,H2-Ab1,H2-Aa,H2-Eb1,Prkcq,Notch2,Jun,Jak1,Nfkbib,Il4ra,Mapk3,Jak3,Ikbkg"
"01521","01521","EGFR tyrosine kinase inhibitor resistance",79,13,0.00499521513546484,0.0304425375236819,"Foxo3,Igf1,Erbb3,Erbb2,Pdgfrb,Bcl2l1,Il6ra,Jak1,Pdgfa,Kras,Igf1r,Mapk3,Pik3cb"
"04520","04520","Adherens junction",71,12,0.00551443668601956,0.0329845009182281,"Fyn,Erbb2,Baiap2,Rac2,Tcf7l2,Ctnnd1,Snai1,Ptprf,Actb,Wasl,Igf1r,Mapk3"
"05418","05418","Fluid shear stress and atherosclerosis",147,20,0.00577957956206342,0.033941894519027,"Map3k5,Sqstm1,Ccl2,Ctsl,Txn2,Rac2,Mapk11,Gstp1,Gsto1,Mmp9,Gstm2,Jun,Pdgfa,Actb,Tnfrsf1a,Mgst1,Cyba,Pik3cb,Acvr2b,Ikbkg"
"04010","04010","MAPK signaling pathway",294,34,0.00605770972426773,0.0349400043024728,"Ptpn7,Dusp10,Map3k5,Igf1,Erbb3,Erbb2,Dusp3,Rps6ka5,Flnb,Ppp3cc,Rac2,Mapk11,Cacnb3,Il1rap,Mapk8ip3,Cd14,Fgf1,Pdgfrb,Csf1r,Jun,Hspb1,Pdgfa,Gadd45a,Tnfrsf1a,Kras,Map4k1,Igf1r,Mapk3,Jund,Cacna1a,Mras,Mapkapk3,Ikbkg,Rps6ka3"
"05200","05200","Pathways in cancer",543,56,0.00653534315906489,0.037033611234701,"Fzd5,Lama2,Igf1,Gli1,Stat2,Il23a,Camk2b,Nos2,Erbb2,Adcy3,Rps6ka5,Gng2,Camk2g,Wnt5a,Fzd3,Ptger4,Rac2,Ifnar2,Runx1,Ccnd3,Fgf1,Pdgfrb,Csf1r,Gstp1,Gsto1,Tcf7l2,Csf2ra,Itga6,Spi1,Plcb1,Plcb4,Bcl2l1,Mmp9,Il6ra,Arnt,Notch2,Gstm2,Gng5,Ptger3,Jun,Jak1,Gnai1,Shh,Pdgfa,Gadd45a,Mitf,Cdkn1b,Mgst1,Kras,Igf1r,Il4ra,Mapk3,Jak3,Pik3cb,Xiap,Ikbkg"
"05165","05165","Human papillomavirus infection",362,40,0.00670173517498614,0.0373217320951814,"Creb1,Fzd5,Col6a3,Ppp2r5a,Lama2,Col6a2,Stat2,Llgl1,Wnt5a,Fzd3,Ptger4,Scrib,Col2a1,Ifnar2,H2-K1,H2-D1,Ccnd3,Pdgfrb,Pard6g,Tcf7l2,Tsc1,Itga6,Thbs1,Pard6b,Notch2,Atp6v0d2,Jak1,Ubr4,Pxn,Tnfrsf1a,Vwf,Cdkn1b,Kras,Mapk3,Atp6v1b2,Ppp2r1b,Itga11,Pik3cb,Bcap31,Ikbkg"
"00630","00630","Glyoxylate and dicarboxylate metabolism",32,7,0.0077846934521513,0.042617898051608,"Cs,Dld,Acss1,Mdh2,Gcsh,Acat1,Glyctk"
"04141","04141","Protein processing in endoplasmic reticulum",172,22,0.00813389260843655,0.0437874552087501,"Uggt1,Capn2,Map3k5,P4hb,Eif2s1,Ssr1,Lman2,Dnajb11,Man1b1,Pdia3,Rrbp1,Bag1,Vcp,Ddost,Wfs1,Pdia4,Rpn1,Edem1,Calr,Amfr,Stt3b,Bcap31"
"04261","04261","Adrenergic signaling in cardiomyocytes",152,20,0.00835386693118125,0.0442344101437958,"Creb1,Ppp2r5a,Camk2b,Pik3r5,Pik3r6,Adcy3,Rps6ka5,Camk2g,Mapk11,Rapgef3,Cacnb3,Slc8a1,Adrb1,Scn7a,Plcb1,Plcb4,Gnai1,Scn1b,Mapk3,Ppp2r1b"
"05016","05016","Huntington disease",302,34,0.00905650616818842,0.047181475682659,"Creb1,Ndufs2,Map3k5,Uqcr11,Atp5b,Uqcrq,Psmb6,Klc1,Vdac2,Psmb5,Ndufb9,Tuba1b,Sod2,Tubb4a,Atp5a1,Cox8a,Kif5c,Atp5g3,Plcb1,Plcb4,Psma7,Ndufb5,Psmd4,Dnali1,Sdhb,Ndufa4,Psmd8,Cox6b1,Cox4i1,Psma4,Cox5a,Cox7a2,Gpx1,Uqcrc1"
"00030","00030","Pentose phosphate pathway",33,7,0.00926496457187988,0.0475013262970984,"Aldoc,Pfkp,Pgd,Gpi1,Glyctk,G6pdx,Prps1"
"00010","00010","Glycolysis / Gluconeogenesis",67,11,0.00960303805936611,0.0484653327058633,"Aldoc,Dld,Pfkp,Hk3,Galm,Pgam1,Acss1,Hk2,Tpi1,Gpi1,Dlat"
"04979","04979","Cholesterol metabolism",50,9,0.0102144838925947,0.0507581276508936,"Npc2,Vdac2,Pltp,Abca1,Cd36,Lrpap1,Apoe,Osbpl5,Lpl"
"04710","04710","Circadian rhythm",34,7,0.0109411094509782,0.0535451265555448,"Creb1,Cry1,Per1,Fbxl3,Cry2,Prkab2,Arntl"
"04730","04730","Long-term depression",60,10,0.0119416017159532,0.0575692142425801,"Igf1,Itpr3,Plcb1,Plcb4,Gnai1,Kras,Igf1r,Mapk3,Cacna1a,Ppp2r1b"
"05416","05416","Viral myocarditis",88,13,0.0123435212832648,0.058631726095508,"Lama2,Fyn,Itgb2,Rac2,Eif4g1,H2-K1,H2-Ab1,H2-Aa,H2-Eb1,H2-D1,Sgcb,Actb,Dmd"
"05231","05231","Choline metabolism in cancer",98,14,0.0127905001213593,0.0598743701333198,"Pip5k1c,Chpt1,Slc22a4,Rac2,Slc5a7,Pdgfrb,Tsc1,Slc44a1,Jun,Pdgfa,Kras,Mapk3,Slc44a2,Pik3cb"
"01210","01210","2-Oxocarboxylic acid metabolism",20,5,0.0133643093279972,0.0614621605952909,"Idh1,Cs,Gpt,Bcat1,Idh3a"
"03320","03320","PPAR signaling pathway",89,13,0.0135102582113488,0.0614621605952909,"Acadl,Dbi,Acox1,Scd1,Nr1h3,Pltp,Acadm,Plin2,Scp2,Cd36,Acsl1,Lpl,Me1"
"05215","05215","Prostate cancer",99,14,0.0139193774351073,0.0624438737713841,"Creb1,Igf1,Erbb2,Pdgfrb,Gstp1,Tcf7l2,Mmp9,Pdgfa,Cdkn1b,Kras,Igf1r,Mapk3,Pik3cb,Ikbkg"
"04916","04916","Melanogenesis",100,14,0.0151236270081108,0.0669168701865725,"Creb1,Fzd5,Camk2b,Adcy3,Camk2g,Wnt5a,Fzd3,Tcf7l2,Plcb1,Plcb4,Gnai1,Mitf,Kras,Mapk3"
