"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001911","BP","GO:0001911","negative regulation of leukocyte mediated cytotoxicity","3/230","30/29008",0.00170537215669854,0.0968291121617662,0.0858279409412121,"Cx3cr1/Il7r/Serpinb9b",3
"GO:0007204","BP","GO:0007204","positive regulation of cytosolic calcium ion concentration","9/230","344/29008",0.00179828855412715,0.0968291121617662,0.0858279409412121,"Clec4b1/Gipr/Ms4a1/Cxcr4/Cx3cr1/Oxtr/Tpcn2/Itgb3/F2rl3",9
"GO:0016311","BP","GO:0016311","dephosphorylation","9/230","345/29008",0.00183402268604781,0.0968291121617662,0.0858279409412121,"Dusp8/Dusp18/Plppr4/Ppp3cc/Thtpa/Ppp2r2c/Ptpn22/Ensa/Eya3",9
"GO:0001894","BP","GO:0001894","tissue homeostasis","8/230","280/29008",0.00185841354158369,0.0968291121617662,0.0858279409412121,"Lipa/Adam8/Map1a/Snx10/Muc13/Itgb3/Aldh1a1/Zfp830",8
"GO:0045637","BP","GO:0045637","regulation of myeloid cell differentiation","7/230","219/29008",0.00189478946086655,0.0968291121617662,0.0858279409412121,"Hsf1/Clec2i/Adam8/Ocstamp/Jun/Prmt1/Itgb3",7
"GO:1903131","BP","GO:1903131","mononuclear cell differentiation","11/230","489/29008",0.00193027581293307,0.0968291121617662,0.0858279409412121,"Ms4a1/Il7r/Ubd/Rc3h1/Adam8/Ptpn22/Clec4d/Jun/Yy1/Batf3/Il9r",11
"GO:0006874","BP","GO:0006874","cellular calcium ion homeostasis","11/230","490/29008",0.00196114176051374,0.0968291121617662,0.0858279409412121,"Clec4b1/Gipr/Ms4a1/Cxcr4/Cx3cr1/Oxtr/Micu1/Grina/Tpcn2/Itgb3/F2rl3",11
"GO:0045639","BP","GO:0045639","positive regulation of myeloid cell differentiation","5/230","112/29008",0.00202331801216611,0.0968291121617662,0.0858279409412121,"Hsf1/Ocstamp/Jun/Prmt1/Itgb3",5
"GO:0006721","BP","GO:0006721","terpenoid metabolic process","4/230","68/29008",0.00210809434203751,0.0968291121617662,0.0858279409412121,"Dhrs9/Adh6b/Dhrs13/Aldh1a1",4
"GO:0032608","BP","GO:0032608","interferon-beta production","4/230","68/29008",0.00210809434203751,0.0968291121617662,0.0858279409412121,"Ptpn22/Cactin/Yy1/Polr3d",4
"GO:0032648","BP","GO:0032648","regulation of interferon-beta production","4/230","68/29008",0.00210809434203751,0.0968291121617662,0.0858279409412121,"Ptpn22/Cactin/Yy1/Polr3d",4
"GO:0032720","BP","GO:0032720","negative regulation of tumor necrosis factor production","4/230","68/29008",0.00210809434203751,0.0968291121617662,0.0858279409412121,"Clec4b1/Hsf1/Ptpn22/Cactin",4
"GO:1903556","BP","GO:1903556","negative regulation of tumor necrosis factor superfamily cytokine production","4/230","69/29008",0.00222409232082019,0.0968291121617662,0.0858279409412121,"Clec4b1/Hsf1/Ptpn22/Cactin",4
"GO:0045745","BP","GO:0045745","positive regulation of G protein-coupled receptor signaling pathway","3/230","33/29008",0.0022520496758499,0.0968291121617662,0.0858279409412121,"Prmt5/Gas2l2/Itgb3",3
"GO:0032103","BP","GO:0032103","positive regulation of response to external stimulus","10/230","427/29008",0.00229700137779227,0.0968291121617662,0.0858279409412121,"Cxcr4/Cx3cr1/F7/Mmp12/Klrb1c/Adam8/Klrc1/Pvr/Xrcc5/Polr3d",10
"GO:0052548","BP","GO:0052548","regulation of endopeptidase activity","9/230","357/29008",0.00230886378724909,0.0968291121617662,0.0858279409412121,"Serpina1a/Hsf1/Serpina3m/Serpina3n/Uaca/Serpinb9b/Serpina3a/Serpina1b/Il9r",9
"GO:0045861","BP","GO:0045861","negative regulation of proteolysis","9/230","358/29008",0.00235247101666939,0.0968291121617662,0.0858279409412121,"Serpina1a/Serpina3m/Serpina3n/Map1a/Cstb/Serpinb9b/Serpina3a/Serpina1b/Il9r",9
"GO:0070661","BP","GO:0070661","leukocyte proliferation","9/230","358/29008",0.00235247101666939,0.0968291121617662,0.0858279409412121,"Cxcr4/Ctps/Il7r/Rc3h1/Itgad/Clec2i/Ocstamp/Ptpn22/Il9r",9
"GO:0030316","BP","GO:0030316","osteoclast differentiation","5/230","116/29008",0.00235819977958545,0.0968291121617662,0.0858279409412121,"Clec2i/Adam8/Ocstamp/Snx10/Itgb3",5
"GO:0051897","BP","GO:0051897","positive regulation of protein kinase B signaling","5/230","116/29008",0.00235819977958545,0.0968291121617662,0.0858279409412121,"Cx3cr1/F7/Adam8/F10/Gdf15",5
"GO:0022600","BP","GO:0022600","digestive system process","5/230","117/29008",0.00244785432513333,0.0978650639253853,0.0867461937765505,"Mogat2/Oxtr/Snx10/Muc13/Zfp830",5
"GO:0045954","BP","GO:0045954","positive regulation of natural killer cell mediated cytotoxicity","3/230","34/29008",0.00245565474056317,0.0978650639253853,0.0867461937765505,"Klrb1c/Klrc1/Pvr",3
"GO:0002763","BP","GO:0002763","positive regulation of myeloid leukocyte differentiation","4/230","72/29008",0.00259836029347623,0.101666560588883,0.0901157860803379,"Hsf1/Ocstamp/Jun/Itgb3",4
"GO:0031342","BP","GO:0031342","negative regulation of cell killing","3/230","35/29008",0.00267029025757911,0.101666560588883,0.0901157860803379,"Cx3cr1/Il7r/Serpinb9b",3
"GO:0002703","BP","GO:0002703","regulation of leukocyte mediated immunity","8/230","297/29008",0.00267338202796666,0.101666560588883,0.0901157860803379,"Cx3cr1/Mlh1/Il7r/Klrb1c/Klrc1/Pvr/Stxbp2/Serpinb9b",8
"GO:0072674","BP","GO:0072674","multinuclear osteoclast differentiation","2/230","10/29008",0.00270110419276736,0.101666560588883,0.0901157860803379,"Adam8/Ocstamp",2
"GO:0052547","BP","GO:0052547","regulation of peptidase activity","10/230","441/29008",0.00289350810765315,0.106061725070082,0.0940115970518264,"Serpina1a/Hsf1/Serpina3m/Serpina3n/Cstb/Uaca/Serpinb9b/Serpina3a/Serpina1b/Il9r",10
"GO:0002717","BP","GO:0002717","positive regulation of natural killer cell mediated immunity","3/230","36/29008",0.00289615042626792,0.106061725070082,0.0940115970518264,"Klrb1c/Klrc1/Pvr",3
"GO:0006470","BP","GO:0006470","protein dephosphorylation","7/230","239/29008",0.00308586979968817,0.109224087265188,0.0968146696986436,"Dusp8/Dusp18/Ppp3cc/Ppp2r2c/Ptpn22/Ensa/Eya3",7
"GO:0045766","BP","GO:0045766","positive regulation of angiogenesis","6/230","179/29008",0.00313381836843643,0.109224087265188,0.0968146696986436,"Cxcr4/Itgax/Cx3cr1/Btg1/Cela1/Itgb3",6
"GO:1904018","BP","GO:1904018","positive regulation of vasculature development","6/230","179/29008",0.00313381836843643,0.109224087265188,0.0968146696986436,"Cxcr4/Itgax/Cx3cr1/Btg1/Cela1/Itgb3",6
"GO:0051346","BP","GO:0051346","negative regulation of hydrolase activity","9/230","374/29008",0.0031437191168578,0.109224087265188,0.0968146696986436,"Serpina1a/Serpina3m/Serpina3n/Cstb/Serpinb9b/Rcc2/Serpina3a/Serpina1b/Il9r",9
"GO:0019932","BP","GO:0019932","second-messenger-mediated signaling","8/230","308/29008",0.00333411224258247,0.11437271110631,0.101378336276792,"Gipr/Cxcr4/Cx3cr1/Cacna1d/Ppp3cc/Hdac4/Tpcn2/Dmtn",8
"GO:0001953","BP","GO:0001953","negative regulation of cell-matrix adhesion","3/230","38/29008",0.00338228811058366,0.114575009746021,0.101557650899367,"Mmp12/Rcc2/Dmtn",3
"GO:0006302","BP","GO:0006302","double-strand break repair","7/230","244/29008",0.00345768347663372,0.115682990391079,0.102539749105629,"Poln/Mlh1/Hsf1/Yy1/Xrcc5/Eya3/Dna2",7
"GO:0001773","BP","GO:0001773","myeloid dendritic cell activation","3/230","39/29008",0.00364292096576665,0.120394095332044,0.106715605184589,"Ubd/Clec4d/Batf3",3
"GO:1903555","BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","6/230","186/29008",0.00378172934406755,0.121306160180651,0.107524046429305,"Clec4b1/Cx3cr1/Hsf1/Adam8/Ptpn22/Cactin",6
"GO:0045670","BP","GO:0045670","regulation of osteoclast differentiation","4/230","80/29008",0.00380296663155884,0.121306160180651,0.107524046429305,"Clec2i/Adam8/Ocstamp/Itgb3",4
"GO:0051480","BP","GO:0051480","regulation of cytosolic calcium ion concentration","9/230","386/29008",0.00386443633283877,0.121306160180651,0.107524046429305,"Clec4b1/Gipr/Ms4a1/Cxcr4/Cx3cr1/Oxtr/Tpcn2/Itgb3/F2rl3",9
"GO:0033089","BP","GO:0033089","positive regulation of T cell differentiation in thymus","2/230","12/29008",0.00392043130006851,0.121306160180651,0.107524046429305,"Il7r/Adam8",2
"GO:0042267","BP","GO:0042267","natural killer cell mediated cytotoxicity","4/230","81/29008",0.00397605475422297,0.121306160180651,0.107524046429305,"Klrb1c/Klrc1/Pvr/Serpinb9b",4
"GO:1902107","BP","GO:1902107","positive regulation of leukocyte differentiation","6/230","188/29008",0.00398385544504723,0.121306160180651,0.107524046429305,"Il7r/Hsf1/Adam8/Ocstamp/Jun/Itgb3",6
"GO:1903708","BP","GO:1903708","positive regulation of hemopoiesis","6/230","188/29008",0.00398385544504723,0.121306160180651,0.107524046429305,"Il7r/Hsf1/Adam8/Ocstamp/Jun/Itgb3",6
"GO:1902105","BP","GO:1902105","regulation of leukocyte differentiation","8/230","320/29008",0.00419269649556132,0.123721962139624,0.109665378754175,"Il7r/Rc3h1/Hsf1/Clec2i/Adam8/Ocstamp/Jun/Itgb3",8
"GO:0060401","BP","GO:0060401","cytosolic calcium ion transport","6/230","190/29008",0.00419387429507622,0.123721962139624,0.109665378754175,"Clec4b1/Ms4a1/Micu1/Tpcn2/Itgb3/F2rl3",6
"GO:0010762","BP","GO:0010762","regulation of fibroblast migration","3/230","41/29008",0.00420015517226769,0.123721962139624,0.109665378754175,"Rcc2/Itgb3/Dmtn",3
"GO:0071706","BP","GO:0071706","tumor necrosis factor superfamily cytokine production","6/230","191/29008",0.00430190052064161,0.124900641934973,0.110710143676678,"Clec4b1/Cx3cr1/Hsf1/Adam8/Ptpn22/Cactin",6
"GO:0060249","BP","GO:0060249","anatomical structure homeostasis","8/230","322/29008",0.00435097630576612,0.124900641934973,0.110710143676678,"Lipa/Adam8/Map1a/Snx10/Muc13/Itgb3/Aldh1a1/Zfp830",8
"GO:0007586","BP","GO:0007586","digestion","5/230","134/29008",0.00437843578738834,0.124900641934973,0.110710143676678,"Mogat2/Oxtr/Snx10/Muc13/Zfp830",5
"GO:0002228","BP","GO:0002228","natural killer cell mediated immunity","4/230","84/29008",0.00452712884937042,0.12616861908961,0.111834060502036,"Klrb1c/Klrc1/Pvr/Serpinb9b",4
"GO:0006271","BP","GO:0006271","DNA strand elongation involved in DNA replication","2/230","13/29008",0.0046091119150817,0.12616861908961,0.111834060502036,"Dna2/Pold2",2
"GO:0007320","BP","GO:0007320","insemination","2/230","13/29008",0.0046091119150817,0.12616861908961,0.111834060502036,"Oxtr/Tgm4",2
"GO:0018216","BP","GO:0018216","peptidyl-arginine methylation","2/230","13/29008",0.0046091119150817,0.12616861908961,0.111834060502036,"Prmt5/Prmt1",2
"GO:0008277","BP","GO:0008277","regulation of G protein-coupled receptor signaling pathway","5/230","136/29008",0.00466091566218009,0.12631081444508,0.111960100432579,"Gipr/Prmt5/Rgs1/Gas2l2/Itgb3",5
"GO:1903706","BP","GO:1903706","regulation of hemopoiesis","9/230","398/29008",0.00470871826945012,0.126342836734751,0.111988484532415,"Il7r/Rc3h1/Hsf1/Clec2i/Adam8/Ocstamp/Jun/Prmt1/Itgb3",9
"GO:0046651","BP","GO:0046651","lymphocyte proliferation","8/230","330/29008",0.00503057907368269,0.133655581271373,0.118470396761031,"Cxcr4/Ctps/Il7r/Rc3h1/Itgad/Clec2i/Ptpn22/Il9r",8
"GO:1904951","BP","GO:1904951","positive regulation of establishment of protein localization","8/230","333/29008",0.00530537377799827,0.135482674003005,0.120089905641817,"Gipr/Cacna1d/Hnrnpm/Cct3/Baiap3/Ptpn22/Uaca/Coro2b",8
"GO:0006720","BP","GO:0006720","isoprenoid metabolic process","4/230","88/29008",0.00533880338734768,0.135482674003005,0.120089905641817,"Dhrs9/Adh6b/Dhrs13/Aldh1a1",4
"GO:0002138","BP","GO:0002138","retinoic acid biosynthetic process","2/230","14/29008",0.00534931591081975,0.135482674003005,0.120089905641817,"Dhrs9/Aldh1a1",2
"GO:0016102","BP","GO:0016102","diterpenoid biosynthetic process","2/230","14/29008",0.00534931591081975,0.135482674003005,0.120089905641817,"Dhrs9/Aldh1a1",2
"GO:1900025","BP","GO:1900025","negative regulation of substrate adhesion-dependent cell spreading","2/230","14/29008",0.00534931591081975,0.135482674003005,0.120089905641817,"Rcc2/Dmtn",2
"GO:0032943","BP","GO:0032943","mononuclear cell proliferation","8/230","334/29008",0.0053994761678786,0.135486855693991,0.120093612232933,"Cxcr4/Ctps/Il7r/Rc3h1/Itgad/Clec2i/Ptpn22/Il9r",8
"GO:0097178","BP","GO:0097178","ruffle assembly","3/230","45/29008",0.00546281595095481,0.135818635110895,0.12038769676561,"Eps8l1/Snx10/Rcc2",3
"GO:0019915","BP","GO:0019915","lipid storage","4/230","89/29008",0.00555592433035711,0.136376572244212,0.120882244265407,"Mest/Cds1/Itgb3/Apoc4",4
"GO:0006261","BP","GO:0006261","DNA-dependent DNA replication","5/230","142/29008",0.00558590388158948,0.136376572244212,0.120882244265407,"Poln/Alyref/Dna2/Pold2/Zfp830",5
"GO:0044848","BP","GO:0044848","biological phase","3/230","46/29008",0.00581018483497503,0.139341600909578,0.123510403292157,"Mlh1/Topaz1/Xrcc5",3
"GO:0045005","BP","GO:0045005","DNA-dependent DNA replication maintenance of fidelity","3/230","46/29008",0.00581018483497503,0.139341600909578,0.123510403292157,"Alyref/Dna2/Zfp830",3
"GO:0044270","BP","GO:0044270","cellular nitrogen compound catabolic process","9/230","414/29008",0.00605023220982128,0.143511634905768,0.127206661819756,"Tet3/Mlh1/Rc3h1/Cnot6l/Hsf1/Hnrnpm/Dna2/Rbm46/Dis3l",9
"GO:0010771","BP","GO:0010771","negative regulation of cell morphogenesis involved in differentiation","2/230","15/29008",0.00614019018714114,0.143511634905768,0.127206661819756,"Rcc2/Dmtn",2
"GO:0046700","BP","GO:0046700","heterocycle catabolic process","9/230","415/29008",0.00614293344984099,0.143511634905768,0.127206661819756,"Tet3/Mlh1/Rc3h1/Cnot6l/Hsf1/Hnrnpm/Dna2/Rbm46/Dis3l",9
"GO:0006401","BP","GO:0006401","RNA catabolic process","7/230","272/29008",0.00620657578079209,0.143759148426894,0.127426054266915,"Mlh1/Rc3h1/Cnot6l/Hnrnpm/Dna2/Rbm46/Dis3l",7
"GO:0006338","BP","GO:0006338","chromatin remodeling","6/230","208/29008",0.0064693822417631,0.14857649046761,0.131696077392537,"Grwd1/Hdac4/Kdm5b/Chd1l/Tspyl4/Rbbp4",6
"GO:0045740","BP","GO:0045740","positive regulation of DNA replication","3/230","48/29008",0.0065438730024673,0.14902433476207,0.132093040173643,"Brpf3/Jun/Dna2",3
"GO:0034765","BP","GO:0034765","regulation of ion transmembrane transport","10/230","497/29008",0.00661870753735472,0.149472478551927,0.132490268423188,"Clec4b1/Cacna1d/Kcnj14/Gsg1l/Ptpn22/Lrrc55/Tpcn2/Itgb3/F2rl3/Kcnab2",10
"GO:0070371","BP","GO:0070371","ERK1 and ERK2 cascade","8/230","349/29008",0.00696960486429809,0.151345734881668,0.134150696057474,"Cxcr4/Oxtr/Dusp9/Prmt5/Ptpn22/Jun/Fgf21/Itgb3",8
"GO:0000076","BP","GO:0000076","DNA replication checkpoint signaling","2/230","16/29008",0.00698089183033524,0.151345734881668,0.134150696057474,"Dna2/Zfp830",2
"GO:0032688","BP","GO:0032688","negative regulation of interferon-beta production","2/230","16/29008",0.00698089183033524,0.151345734881668,0.134150696057474,"Cactin/Yy1",2
"GO:0032717","BP","GO:0032717","negative regulation of interleukin-8 production","2/230","16/29008",0.00698089183033524,0.151345734881668,0.134150696057474,"Ptpn22/Cactin",2
"GO:0061760","BP","GO:0061760","antifungal innate immune response","2/230","16/29008",0.00698089183033524,0.151345734881668,0.134150696057474,"Cx3cr1/Clec4d",2
"GO:0007044","BP","GO:0007044","cell-substrate junction assembly","4/230","96/29008",0.00724237759674228,0.154542073127335,0.136983884589854,"Coro2b/Rcc2/Itgb3/Dmtn",4
"GO:0070509","BP","GO:0070509","calcium ion import","4/230","96/29008",0.00724237759674228,0.154542073127335,0.136983884589854,"Ms4a1/Cxcr4/Cacna1d/Micu1",4
"GO:0043488","BP","GO:0043488","regulation of mRNA stability","5/230","152/29008",0.00740391426743136,0.156754747380773,0.138945167420052,"Mlh1/Rc3h1/Cnot6l/Hnrnpm/Rbm46",5
"GO:0051895","BP","GO:0051895","negative regulation of focal adhesion assembly","2/230","17/29008",0.00787058800637773,0.164071488440644,0.145430622109749,"Rcc2/Dmtn",2
"GO:0150118","BP","GO:0150118","negative regulation of cell-substrate junction organization","2/230","17/29008",0.00787058800637773,0.164071488440644,0.145430622109749,"Rcc2/Dmtn",2
"GO:0006816","BP","GO:0006816","calcium ion transport","9/230","434/29008",0.00812122755459831,0.167737777601259,0.148680368415643,"Clec4b1/Ms4a1/Cxcr4/Cacna1d/Ptpn22/Micu1/Tpcn2/Itgb3/F2rl3",9
"GO:0000288","BP","GO:0000288","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","3/230","52/29008",0.00817025337393587,0.167737777601259,0.148680368415643,"Mlh1/Rc3h1/Cnot6l",3
"GO:0031343","BP","GO:0031343","positive regulation of cell killing","4/230","100/29008",0.00834260249675508,0.169988366663205,0.150675258390147,"Klrb1c/Klrc1/Pvr/Cd5l",4
