"geneID"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Rab34"	3572.770655	-0.301669122	0.087410777	-3.451166234	0.00055817	0.041616034
"Acaca"	7376.450819	-0.518727888	0.162197822	-3.198118703	0.001383273	0.076409657
"Ypel2"	2498.356485	-0.585663024	0.167854413	-3.489113062	0.000484626	0.037127252
"Spag9"	19946.06702	-0.379083452	0.096667006	-3.921539166	8.8e-05	0.009735546
"Tob1"	2284.003018	-0.350685491	0.113592121	-3.087234285	0.002020283	0.099237489
"Col1a1"	65326.47607	-0.561396414	0.116321053	-4.826266603	1.39e-06	0.000301738
"Acly"	8782.16957	-0.651168903	0.171090346	-3.805994431	0.000141236	0.014382775
"Vat1"	12267.72828	0.293710201	0.073228148	4.010892103	6.05e-05	0.007215995
"Rdm1"	1470.262132	0.453549546	0.136233164	3.329215399	0.00087091	0.056595609
"Cacng1"	30.07158257	-22.22224594	4.486292489	-4.95336539	7.29e-07	0.000174026
"Pcyt2"	5374.451938	-0.743163434	0.178421527	-4.165211703	3.11e-05	0.004198488
"Narf"	1342.365492	-0.424715899	0.13647197	-3.11211086	0.001857547	0.095559653
"Efr3b"	3956.835194	0.544839199	0.137235244	3.970111349	7.18e-05	0.008161796
"Pdia6"	6495.754774	0.313786194	0.078109528	4.017258891	5.89e-05	0.007125642
"Sptb"	22983.9653	-0.416720988	0.108986513	-3.823601439	0.000131516	0.013642585
"Serpina3b"	9.024140552	7.354565714	2.334940356	3.1497874	0.001633893	0.086080913
"D430019H16Rik"	2582.818266	-0.540512117	0.126018424	-4.289151527	1.79e-05	0.002698595
"Idi1"	2101.50286	-1.298268843	0.177930859	-7.296479362	2.95e-13	4.11e-10
"Elmo1"	2204.331467	-0.504885283	0.151138466	-3.340547875	0.000836133	0.054547856
"Zkscan4"	197.2934723	1.053337157	0.270227621	3.897962589	9.7e-05	0.010588805
"Mboat1"	6324.946079	-0.636303206	0.123867997	-5.136945942	2.79e-07	8.04e-05
"Ranbp9"	3754.943555	-0.448582516	0.116179775	-3.861106769	0.000112875	0.012007121
"Atxn1"	4824.688229	-0.545779148	0.140941206	-3.872388794	0.000107774	0.011612459
"Id4"	1230.68895	0.658416591	0.16401031	4.014482936	5.96e-05	0.007158151
"Cplx2"	725.900274	-0.57790674	0.18598972	-3.107197223	0.001888703	0.09597793
"Hk3"	217.2328832	1.19576853	0.363669854	3.288060635	0.001008801	0.063338298
"A230056J06Rik"	11.78053087	-6.014734227	1.762015915	-3.413552725	0.000641218	0.045185542
"Srd5a1"	649.8104534	-0.829466652	0.233075549	-3.558788797	0.000372569	0.030668989
"Rhobtb3"	12238.45154	-0.412995577	0.128011739	-3.226232071	0.001254316	0.073091577
"Lhfpl2"	5102.288	0.627730546	0.112320424	5.588748026	2.29e-08	1.01e-05
"Iqgap2"	4650.505316	-0.669307008	0.132689459	-5.04416109	4.56e-07	0.000120755
"Hmgcr"	7301.892324	-1.724444076	0.162776271	-10.59395246	3.18e-26	5.31e-22
"Fam169a"	603.455862	0.770642802	0.244336791	3.154018678	0.001610388	0.085381227
"Cdk7"	2572.538733	-0.466526329	0.107398892	-4.343865367	1.4e-05	0.002185136
"Ercc8"	212.5596004	-0.901865544	0.283456286	-3.181674173	0.001464264	0.079398315
"Hmgcs1"	31839.05765	-1.053300371	0.122779913	-8.578767868	9.59e-18	3.2e-14
"Fam107a"	5799.649278	-1.17636064	0.192793846	-6.101650343	1.05e-09	6.49e-07
"Anxa7"	6195.169714	0.220205302	0.065265718	3.37398114	0.000740894	0.05063471
"Vstm4"	2602.579094	-0.701158857	0.159807	-4.387535324	1.15e-05	0.001858876
"Dhrs2"	141.1180122	1.52247578	0.377298376	4.035203638	5.46e-05	0.006699429
"Fitm1"	15.06598803	-21.6327401	2.589291139	-8.354695914	6.56e-17	1.83e-13
"Wdfy2"	1612.030169	-0.456018538	0.141583946	-3.220835056	0.001278177	0.073410806
"Fdft1"	5331.368115	-0.959564947	0.161702564	-5.934135645	2.95e-09	1.49e-06
"Kif13b"	9260.913076	-0.364416017	0.118132223	-3.084814697	0.00203679	0.09975493
"Sorbs3"	12125.48553	-0.408373972	0.126842433	-3.219537529	0.001283976	0.073410806
"Rgcc"	6461.740714	-0.618288836	0.137565632	-4.494500747	6.97e-06	0.001238954
"Lect1"	954.4055289	-0.874164353	0.259144191	-3.373273959	0.0007428	0.05063471
"Ndfip2"	8615.530044	-0.448850028	0.138728474	-3.235457103	0.001214481	0.072181682
"Myo10"	2976.98748	0.447489985	0.130547561	3.427792773	0.00060851	0.043245624
"Ank"	12052.18966	-0.352770761	0.107814851	-3.272005284	0.001067876	0.066599094
"Sema5a"	17284.56777	-0.434649111	0.124074597	-3.503127332	0.00045983	0.036054526
"Azin1"	5038.273997	-0.563779631	0.133792344	-4.213840736	2.51e-05	0.003553412
"Dscc1"	20.49582846	-6.418076225	1.526883269	-4.203383688	2.63e-05	0.003659666
"Col14a1"	6043.317458	-0.537158443	0.106416536	-5.047697105	4.47e-07	0.000120454
"Sqle"	5144.182991	-1.110846178	0.141371945	-7.857614029	3.92e-15	7.27e-12
"Adcy8"	1991.354835	0.744141572	0.174455237	4.265515817	1.99e-05	0.002973984
"C1qtnf6"	906.9062885	-0.874690613	0.189628509	-4.612653538	3.98e-06	0.000763179
"Tef"	10188.32905	-0.48916562	0.093324365	-5.241563891	1.59e-07	4.92e-05
"Srebf2"	12741.49138	-0.339952918	0.089419121	-3.801792213	0.000143653	0.014509788
"Creld2"	1637.635597	0.724421816	0.159973236	4.528393826	5.94e-06	0.001115284
"Tmem117"	1070.405291	-0.913620303	0.26326917	-3.470289757	0.000519897	0.038936335
"Nr4a1"	5597.610335	-0.482505528	0.149227671	-3.233351589	0.001223469	0.072457992
"Prr13"	1703.982507	0.350731622	0.107198892	3.271784009	0.001068712	0.066599094
"Mgrn1"	4489.702885	-0.204145353	0.061996675	-3.292843594	0.000991796	0.06306015
"Emp2"	15439.3003	-0.484069752	0.114558286	-4.225532425	2.38e-05	0.003429681
"Slc25a1"	10570.11634	-0.46668748	0.121272766	-3.848246353	0.000118966	0.01249596
"Camk2n2"	186.3280865	1.023752868	0.287962376	3.555161895	0.000377746	0.030925211
"Snora81"	16.75558828	-6.052504424	1.759887071	-3.439143638	0.000583558	0.042190451
"Rtp4"	468.7404873	1.075798013	0.286183761	3.759116207	0.000170515	0.016556772
"Bdh1"	212.2120967	-1.386058913	0.300118591	-4.618370722	3.87e-06	0.000763179
"Tmem39a"	795.7269332	0.506256063	0.163764798	3.091360714	0.001992414	0.098183723
"Arhgap31"	16374.7464	-0.244295717	0.075026732	-3.256115679	0.001129477	0.069053819
"Dzip3"	736.2913488	0.620516908	0.173604103	3.574321671	0.000351137	0.029562649
"Tfg"	3509.760982	-0.458596008	0.104927687	-4.370591025	1.24e-05	0.001970888
"Tmem50b"	2702.998077	-0.601658463	0.13319291	-4.517195875	6.27e-06	0.001162834
"Acat2"	1329.39113	-0.86126122	0.144508541	-5.959932993	2.52e-09	1.36e-06
"Zfp820"	126.8746456	-1.327854449	0.386059557	-3.439506745	0.000582775	0.042190451
"Syngr3"	55.11506215	2.450485284	0.702841346	3.486541162	0.00048931	0.037145307
"Pigq"	4862.520389	-0.400127017	0.088758497	-4.508041819	6.54e-06	0.001187744
"Crebrf"	4776.830359	-0.285557883	0.088746425	-3.217683246	0.001292304	0.073410806
"Hnrnpm"	6569.82186	0.374512799	0.074297261	5.040734955	4.64e-07	0.000121016
"Angptl4"	5967.52325	0.712122975	0.197185152	3.611443195	0.000304498	0.026213492
"C4b"	22469.21613	0.370857714	0.1022925	3.625463377	0.000288444	0.025221463
"Crisp2"	11.68019893	6.30814307	2.02992432	3.107575492	0.001886288	0.09597793
"Tmem63b"	3721.060144	-0.38411798	0.096749345	-3.970238572	7.18e-05	0.008161796
"Sh3gl1"	3495.511047	-0.328583152	0.10408727	-3.156804408	0.001595083	0.084839112
"Slc25a23"	4647.685933	-0.311984188	0.083114318	-3.753675595	0.00017426	0.01672599
"Ndc80"	12.09342401	-5.977315761	1.838722735	-3.250797767	0.001150817	0.069890154
"Gm10190"	7.093050875	7.477167813	2.323275526	3.218373253	0.001289199	0.073410806
"Calm2"	12694.76396	0.321375986	0.074027885	4.341282802	1.42e-05	0.00219051
"Polr2d"	691.350923	-0.590508232	0.180944825	-3.263471234	0.001100564	0.068075971
"Stard4"	1466.082935	-1.106409341	0.165544587	-6.683452229	2.33e-11	2.17e-08
"Mzb1"	19.6634533	6.828860487	1.847375103	3.696520796	0.000218574	0.020393354
"Cystm1"	602.2046918	0.612467481	0.161141051	3.800815963	0.00014422	0.014509788
"Pcdhga3"	171.0889092	-1.082112572	0.340377089	-3.17915808	0.001477035	0.079577667
"Arhgap26"	1538.670521	-0.416725488	0.123980549	-3.36121666	0.000775999	0.051633323
"Npy6r"	80.19458433	-3.220174744	0.955044973	-3.371751944	0.000746917	0.050708369
"Lox"	28464.17497	-1.305297928	0.129651173	-10.06776799	7.67e-24	6.4e-20
"9330117O12Rik"	9.046135077	5.853971721	1.88943392	3.098267506	0.001946556	0.096841014
"Gm4951"	168.8884041	2.415560687	0.632608889	3.818410915	0.000134314	0.013812901
"Iigp1"	1066.702196	2.402157571	0.664129463	3.617001964	0.000298035	0.025790069
"Ndst1"	7915.483219	-0.327495079	0.101400066	-3.229732402	0.001239061	0.072864659
"Pard6g"	1496.937831	-0.410153509	0.132302459	-3.100120073	0.001934422	0.096726895
"Mbp"	671634.5748	-0.527914377	0.124782505	-4.230676234	2.33e-05	0.00338362
"Tm7sf2"	782.0210341	-1.202908741	0.222639977	-5.402932383	6.56e-08	2.33e-05
"Fads2"	3267.31523	-0.665394788	0.1283953	-5.182392101	2.19e-07	6.53e-05
"Slc15a3"	172.0298586	1.817113663	0.566184968	3.20939934	0.001330126	0.074856325
"AW112010"	428.5970919	1.397099319	0.415613331	3.361536348	0.000775102	0.051633323
"Mpeg1"	2226.207102	1.388702503	0.286446519	4.84803414	1.25e-06	0.000280721
"Tle4"	869.0094831	0.609567469	0.18530817	3.289479728	0.001003728	0.063257582
"Trpm3"	396.7343385	-0.968154057	0.250671103	-3.862248355	0.000112348	0.012007121
"Pip5k1b"	70.65062062	1.931793491	0.524880559	3.680443973	0.000232828	0.021248437
"Ch25h"	207.7021823	-0.934783332	0.292350339	-3.197476479	0.001386357	0.076409657
"Tctn3"	366.4954045	0.827285005	0.253953479	3.257624224	0.001123491	0.068983156
"Xpnpep1"	3485.100546	-0.381763884	0.115395704	-3.308302389	0.000938634	0.060325211
"Itih5"	15963.9583	-0.477419625	0.108800435	-4.388030456	1.14e-05	0.001858876
"Abca2"	19363.03204	-0.610976393	0.110115115	-5.548524314	2.88e-08	1.23e-05
"Med22"	4417.973561	-0.471668576	0.094369026	-4.998129132	5.79e-07	0.000146486
"Lrrc8a"	3015.37164	-0.387438966	0.093927791	-4.124859774	3.71e-05	0.004802647
"Hspa5"	17237.04168	0.534046209	0.114379442	4.66907516	3.03e-06	0.000616223
"Lypd6"	111.7451963	1.592065049	0.385163366	4.133479943	3.57e-05	0.004698787
"Slc39a13"	3484.777392	-0.413606022	0.118673364	-3.485247304	0.000491682	0.037156505
"Mapk8ip1"	27308.90032	-0.456168993	0.123837052	-3.683622848	0.000229942	0.021100373
"Cry2"	3854.132787	-0.405884268	0.120613661	-3.365160019	0.000764993	0.051633323
"Hsd17b12"	4717.879444	-0.47528924	0.092501406	-5.138183928	2.77e-07	8.04e-05
"Secisbp2l"	96474.18137	-0.540787361	0.109574936	-4.935319906	8e-07	0.000185612
"Mal"	86523.07934	-0.496618604	0.136021087	-3.651041289	0.000261179	0.023079125
"Cds2"	15473.21048	-0.226447828	0.061660026	-3.672522445	0.000240168	0.021681333
"Snta1"	8517.119182	-0.601749553	0.150452596	-3.999595672	6.35e-05	0.007462618
"Acss2"	3103.29957	-1.036149285	0.224554107	-4.614252216	3.95e-06	0.000763179
"Rbl1"	348.1806516	0.970232388	0.303525446	3.196543816	0.001390847	0.076409657
"Ppp1r16b"	4337.939701	-0.628243598	0.122452446	-5.130510818	2.89e-07	8.18e-05
"Tmem189"	22185.39686	-0.66031926	0.138532849	-4.766517565	1.87e-06	0.000401332
"Pmp2"	11822.972	-0.951898485	0.151960447	-6.264120046	3.75e-10	2.61e-07
"Maml3"	930.3852554	-0.705447283	0.202305764	-3.487035023	0.000488407	0.037145307
"Mme"	10890.115	-0.485387034	0.123998655	-3.914454023	9.06e-05	0.009955664
"Ppm1l"	4816.788048	-0.456296684	0.107124974	-4.259480013	2.05e-05	0.003028394
"Ppid"	1298.351596	0.559035425	0.163024512	3.429149509	0.000605476	0.043236111
"Hapln2"	91.02019544	-1.768465184	0.560971482	-3.15250461	0.001618763	0.085553655
"Fdps"	4834.816601	-1.129592627	0.189093767	-5.973716884	2.32e-09	1.29e-06
"Il6ra"	1893.920552	-0.395745809	0.118160201	-3.349231012	0.000810362	0.053557973
"Dennd4b"	1356.296155	0.457689923	0.131687005	3.475589128	0.000509733	0.038347044
"Cers2"	22435.54989	-0.339287583	0.109756317	-3.091280687	0.001992951	0.098183723
"Ciart"	379.8930416	-1.742779118	0.390082468	-4.467719673	7.91e-06	0.001375359
"Otud7b"	16965.9553	-0.461523592	0.124290363	-3.713269313	0.000204599	0.019345813
"Prkab2"	2751.731479	-0.389672568	0.123896901	-3.145135714	0.001660098	0.087186467
"Hmgcs2"	10077.16089	0.518115483	0.15313157	3.383466152	0.00071577	0.049193744
"Hiat1"	3484.769996	-0.443696615	0.09557452	-4.642415293	3.44e-06	0.00069291
"Agl"	1758.842592	-0.544932712	0.158296227	-3.442487055	0.000576391	0.042190451
"Tmem56"	1447.208777	-0.627814866	0.176419897	-3.558639798	0.00037278	0.030668989
"Ugt8a"	29757.82176	-0.847059003	0.154137509	-5.495476138	3.9e-08	1.55e-05
"Elovl6"	9189.505093	-0.792418343	0.135207088	-5.860775153	4.61e-09	2.2e-06
"Gar1"	477.1102671	-0.922938448	0.223715623	-4.12549841	3.7e-05	0.004802647
"Znhit6"	1393.365246	-0.514167069	0.160992318	-3.193736665	0.001404442	0.076652223
"Murc"	18.43983663	-21.50061463	3.783971706	-5.682023096	1.33e-08	6.1e-06
"Slc44a1"	20290.29946	-0.297998317	0.096102586	-3.100835568	0.001929754	0.096726895
"Brinp1"	15.00128984	-5.93182495	1.698784668	-3.491805089	0.000479768	0.037095411
"Megf9"	12997.531	-0.643637493	0.108240812	-5.946347577	2.74e-09	1.43e-06
"Frmd3"	3301.629491	-0.647684816	0.146153415	-4.431540763	9.36e-06	0.001610908
"Cyp2j13"	223.3613898	-1.948117276	0.354059602	-5.502229758	3.75e-08	1.53e-05
"Kank4"	9879.411823	-0.345631467	0.111247002	-3.106883414	0.001890709	0.09597793
"Dhcr24"	29461.0142	-1.227826393	0.154461345	-7.949085207	1.88e-15	3.92e-12
"Tesk2"	3200.598651	-0.635982595	0.145148784	-4.381590938	1.18e-05	0.001891964
"St3gal3"	3088.283807	-0.623887832	0.149194632	-4.181704283	2.89e-05	0.003960767
"Smim12"	885.1207705	0.490438423	0.136336156	3.597273367	0.00032157	0.027400757
"Sdc3"	20458.25193	-0.363140312	0.10405375	-3.489930071	0.000483147	0.037127252
"Efhd2"	2964.93922	0.4144543	0.113131569	3.663471681	0.00024882	0.022341604
"Dhrs3"	6141.359417	0.554982474	0.147588801	3.760329162	0.00016969	0.016556772
"Ctnnbip1"	2036.846061	-0.578008499	0.172770244	-3.345532695	0.000821247	0.053786832
"Per3"	3798.152651	-0.560762374	0.144114163	-3.891098289	9.98e-05	0.010822193
"Chd5"	375.7584748	1.547521146	0.246778778	6.270884225	3.59e-10	2.61e-07
"Ttc34"	10.5178189	7.296917505	2.271590202	3.212250828	0.001316993	0.074559682
"Cyp51"	5832.475706	-0.985860033	0.161924064	-6.088409654	1.14e-09	6.8e-07
"Insig1"	8386.477819	-0.818030554	0.102355011	-7.992090883	1.33e-15	3.17e-12
"Ppp2r2c"	309.8650222	1.574430793	0.294249265	5.350670274	8.76e-08	2.99e-05
"Lcorl"	1095.099882	-0.683987406	0.193957334	-3.526483845	0.000421117	0.033651065
"Limch1"	55539.85434	-0.37751958	0.094328442	-4.002181873	6.28e-05	0.007433843
"Dcun1d4"	2313.185183	-0.578333098	0.1159181	-4.989152684	6.06e-07	0.000151168
"Rasgef1b"	238.9193411	1.188626101	0.367756347	3.232102209	0.001228831	0.072518394
"Arhgap24"	7192.318516	-0.398676129	0.111162143	-3.586437969	0.000335226	0.028419317
"Gbp6"	346.7281068	2.066018968	0.548564423	3.766228505	0.000165732	0.016281718
"Mvk"	1136.945896	-0.811838676	0.154460055	-5.25597816	1.47e-07	4.64e-05
"Mlec"	30400.54503	-0.366061872	0.090936395	-4.025471564	5.69e-05	0.006931677
"Med13l"	5816.532599	-0.390504794	0.106145331	-3.678963449	0.000234184	0.021256
"Bri3bp"	1056.81109	-0.62850001	0.160272911	-3.921436302	8.8e-05	0.009735546
"Aacs"	3295.642642	-1.141698036	0.15133722	-7.544066401	4.56e-14	6.92e-11
"Wbscr17"	2479.15314	-0.446810012	0.137584229	-3.247538006	0.001164081	0.070185269
"Gatsl2"	1756.194081	-0.538517251	0.149491915	-3.602316881	0.000315394	0.027012246
"Syna"	1455.25852	-0.5033069	0.148442904	-3.390575666	0.00069746	0.048201326
"Wbscr27"	569.0927331	-1.114621784	0.225391278	-4.945274687	7.6e-07	0.000178857
"Dtx2"	1067.394002	0.494483044	0.15593324	3.171120189	0.001518523	0.081284784
"Col26a1"	1209.857599	-1.031477441	0.203597984	-5.066245857	4.06e-07	0.000111086
"Agfg2"	1926.369319	-0.635733385	0.119019572	-5.341418855	9.22e-08	3.08e-05
"Tsc22d4"	9918.614408	-0.409845531	0.120891646	-3.390189026	0.000698444	0.048201326
"Amz1"	78.20055369	2.256165058	0.611986696	3.686624355	0.000227248	0.020968375
"Gna12"	8955.307989	-0.38090202	0.103296091	-3.687477586	0.000226488	0.020968375
"Fscn1"	19794.25275	-0.621396631	0.149580251	-4.154269223	3.26e-05	0.00432541
"Rfc3"	363.2324396	0.888162521	0.230499712	3.853204473	0.000116582	0.012323008
"Col1a2"	96765.02563	-0.344514789	0.074622101	-4.616792969	3.9e-06	0.000763179
"Col28a1"	3274.77598	-0.456226024	0.124650595	-3.660038887	0.000252177	0.022521966
"Clec5a"	69.01690324	1.746670227	0.509380316	3.429010057	0.000605787	0.043236111
"Gpnmb"	3083.987817	0.817045399	0.15430446	5.295021279	1.19e-07	3.9e-05
"Gng12"	5221.61613	-0.32282462	0.091439587	-3.530468913	0.000414824	0.033307556
"Tet3"	3256.254233	-0.543201585	0.103018863	-5.272836146	1.34e-07	4.31e-05
"Klf15"	4300.316117	-0.698458631	0.115662608	-6.038759126	1.55e-09	8.94e-07
"Aldh1l1"	2141.089518	-0.625798169	0.192766842	-3.246399445	0.001168747	0.070213123
"Plxnd1"	7026.943548	0.283807166	0.081161478	3.496821058	0.000470838	0.036574223
"Rassf4"	9166.151064	-0.845144635	0.136520905	-6.190587679	5.99e-10	4e-07
"Cxcl12"	10714.50373	0.367749243	0.10668842	3.446946181	0.000566962	0.041897452
"Lrtm2"	691.6816413	-0.72016833	0.220957499	-3.25930703	0.001116847	0.06882829
"Tmtc1"	5606.561567	-0.582546139	0.137672673	-4.231385393	2.32e-05	0.00338362
"Bicd1"	5104.205638	-0.648913917	0.154795072	-4.19208382	2.76e-05	0.003815058
"Hif3a"	625.2711582	-1.692879387	0.311230739	-5.439306515	5.35e-08	1.99e-05
"Apoe"	65168.32679	0.432089317	0.135502671	3.18878818	0.001428705	0.077722496
"Zfp428"	220.7308398	-1.06592113	0.33362428	-3.194974685	0.001398431	0.076574417
"Plekhg2"	6324.215367	-0.597082707	0.145798658	-4.095255161	4.22e-05	0.005417595
"Gm6537"	161.6234693	-1.316981285	0.408284141	-3.225648886	0.001256874	0.073091577
"Dbp"	5065.184549	-0.963364082	0.134695948	-7.152138561	8.54e-13	1.02e-09
"Klf13"	6505.152466	-0.34442147	0.09779986	-3.521696971	0.000428794	0.033939755
"Slco3a1"	4417.105303	-0.4643291	0.098576253	-4.710354542	2.47e-06	0.000509868
"Zfp592"	3094.292142	-0.286850285	0.092449348	-3.102783204	0.0019171	0.096726895
"Alpk3"	45.33800381	-3.963067827	1.230994284	-3.219403924	0.001284574	0.073410806
"Gm2115"	235.7263497	1.245500968	0.370286151	3.363617479	0.000769281	0.051633323
"Eed"	1035.085497	0.462294806	0.147531162	3.133540064	0.001727113	0.08985832
"Trim34a"	299.4494145	1.207739924	0.295259289	4.090438364	4.31e-05	0.005489129
"Wee1"	612.0646277	-1.055372399	0.324926845	-3.248030794	0.001162067	0.070185269
"Tmc5"	22.82684444	4.798817898	1.51483743	3.167876501	0.001535567	0.081934538
"Otoa"	30.82889794	-3.620288662	1.115900121	-3.244276611	0.001177493	0.070485007
"Sbk1"	1645.150546	-0.524161468	0.1289022	-4.066350062	4.78e-05	0.005967902
"Fam53b"	5533.140359	-0.368252643	0.096464424	-3.817496942	0.000134812	0.013812901
"Foxi2"	201.9771757	-1.115099516	0.348390761	-3.200714944	0.001370871	0.076409657
"Dhcr7"	1313.486024	-0.817940131	0.164907249	-4.960001059	7.05e-07	0.000170623
"Col4a1"	49908.58152	-0.55170932	0.076583594	-7.204014508	5.85e-13	7.51e-10
"Col4a2"	35007.79664	-0.544114861	0.083017048	-6.554254503	5.59e-11	4.67e-08
"Arhgef10"	19374.95536	-0.338686447	0.093081665	-3.638594643	0.00027413	0.024096017
"Ikbkb"	1815.677792	0.424037384	0.112455705	3.77070585	0.000162786	0.016086963
"Tacc1"	15171.87208	-0.322689007	0.090575262	-3.562661584	0.000367114	0.030655838
"Ash2l"	1874.056377	0.345956806	0.094721725	3.65234911	0.000259852	0.023079125
"Slc7a2"	13192.22189	-0.643762878	0.133321797	-4.828639365	1.37e-06	0.000301738
"Msmo1"	6948.04757	-0.948005413	0.16691646	-5.679520235	1.35e-08	6.1e-06
"Tmem59l"	100.2918446	1.665098836	0.487591346	3.414947472	0.000637943	0.045145289
"Arrdc2"	1547.930606	-0.976087426	0.221365994	-4.409382899	1.04e-05	0.001766652
"Dda1"	2736.148613	-0.369845876	0.103497057	-3.573491719	0.000352252	0.029562649
"Tmem38a"	1553.166334	-0.715922591	0.229729773	-3.116368339	0.001830934	0.094670068
"Slc6a2"	336.5391444	1.346454066	0.378267363	3.559530106	0.000371519	0.030668989
"Mt2"	6889.501211	-1.625418949	0.343786213	-4.727993413	2.27e-06	0.00047936
"Mt1"	6914.662926	-1.090989074	0.268338112	-4.065725383	4.79e-05	0.005967902
